telemetry_id,satellite_id,timestamp,temperature_c,power_usage_w,signal_strength_dbm,data_rate_mbps,storage_utilization_pct,voltage_v,solar_flux_w_m2,operational_status,is_anomaly,year
TLM-0046778,SAT-0068429,1980-07-12,27.4,416.8,-81.1,481.4,83.4,28.15,1323.2,Nominal,False,1980
TLM-0046779,SAT-0021225,2003-08-16,34.4,1003.6,-107.5,109.2,68.5,28.14,1327.0,Nominal,False,2003
TLM-0046780,SAT-0035027,1998-09-20,19.3,2177.1,-85.9,514.9,31.8,27.88,1336.9,Failed,False,1998
TLM-0046781,SAT-0053934,2012-12-14,36.1,601.4,-70.1,546.9,47.3,28.24,1344.6,Failed,False,2012
TLM-0046782,SAT-0062034,2003-05-03,43.9,1523.9,-93.1,1051.3,42.4,27.81,1331.0,Nominal,False,2003
TLM-0046783,SAT-0044298,2008-10-17,19.3,1822.3,-68.9,325.4,58.8,28.26,1323.6,Retired,False,2008
TLM-0046784,SAT-0024305,2005-11-22,40.8,359.3,-72.0,720.1,27.0,28.04,1380.8,Nominal,False,2005
TLM-0046785,SAT-0014275,2021-07-14,82.1,3124.2,-123.7,949.0,45.4,29.12,1331.2,Anomaly,True,2021
TLM-0046786,SAT-0092461,2016-01-16,30.8,717.1,-71.2,1177.2,56.8,28.43,1392.2,Retired,False,2016
TLM-0046787,SAT-0087704,2010-01-15,41.5,2307.0,-82.9,629.6,76.2,28.58,1379.4,Nominal,False,2010
TLM-0046788,SAT-0048883,2018-12-20,31.1,370.7,-67.2,610.4,57.9,28.51,1288.8,Nominal,False,2018
TLM-0046789,SAT-0072917,2011-01-23,19.9,1309.5,-94.7,436.9,58.3,28.46,1356.4,Failed,False,2011
TLM-0046790,SAT-0084845,1975-07-17,18.4,529.6,-86.6,534.0,72.4,28.31,1370.7,Nominal,False,1975
TLM-0046791,SAT-0038542,2019-02-20,21.5,744.5,-93.8,926.5,84.2,28.21,1389.3,Nominal,False,2019
TLM-0046792,SAT-0024803,1973-10-07,23.3,1212.7,-84.2,1021.5,26.0,28.01,1372.6,Nominal,False,1973
TLM-0046793,SAT-0079277,2021-03-08,17.9,852.7,-81.3,841.2,62.6,28.18,1355.8,Nominal,False,2021
TLM-0046794,SAT-0031618,2021-04-14,37.7,2258.9,-78.1,707.1,81.3,28.55,1353.2,Failed,False,2021
TLM-0046795,SAT-0053205,1994-11-24,31.4,1595.3,-90.2,418.0,65.5,28.06,1395.1,Retired,False,1994
TLM-0046796,SAT-0029116,2003-12-06,33.2,1844.0,-99.9,1166.8,25.2,28.47,1343.9,Nominal,False,2003
TLM-0046797,SAT-0066798,1966-08-02,66.5,3424.5,-134.6,520.7,57.1,31.56,1377.3,Anomaly,True,1966
TLM-0046798,SAT-0093202,2022-06-15,44.3,1769.1,-98.2,232.3,44.2,28.39,1343.3,Retired,False,2022
TLM-0046799,SAT-0038135,2004-06-03,32.3,1534.3,-67.7,55.1,47.6,28.19,1399.1,Nominal,False,2004
TLM-0046800,SAT-0055516,2018-02-25,28.0,1032.3,-77.8,599.3,48.9,28.58,1347.9,Nominal,False,2018
TLM-0046801,SAT-0089139,2002-09-12,32.1,353.6,-70.0,770.2,55.6,28.52,1312.7,Nominal,False,2002
TLM-0046802,SAT-0000584,1995-06-27,28.4,1996.4,-88.9,574.2,75.5,27.97,1314.6,Nominal,False,1995
TLM-0046803,SAT-0091743,2015-06-12,34.2,1607.8,-91.2,973.4,63.9,28.0,1283.7,Nominal,False,2015
TLM-0046804,SAT-0052776,1983-07-05,33.9,1823.8,-86.1,819.4,77.0,28.41,1284.8,Partially Operational,False,1983
TLM-0046805,SAT-0038861,1990-10-27,20.5,1652.0,-65.6,336.8,21.9,27.88,1339.3,Retired,False,1990
TLM-0046806,SAT-0078634,2003-06-25,17.1,1934.6,-83.5,1153.2,50.7,28.39,1374.7,Retired,False,2003
TLM-0046807,SAT-0032896,2013-12-08,19.4,796.1,-96.8,1146.5,46.5,27.96,1352.8,Failed,False,2013
TLM-0046808,SAT-0018971,2021-12-05,22.2,2359.9,-102.1,614.8,48.0,28.32,1377.6,Retired,False,2021
TLM-0046809,SAT-0069156,1960-06-11,34.2,506.2,-82.5,915.0,25.0,28.36,1337.6,Nominal,False,1960
TLM-0046810,SAT-0071996,2024-07-18,27.8,755.4,-101.7,1163.2,82.4,27.94,1403.2,Partially Operational,False,2024
TLM-0046811,SAT-0072110,2024-11-18,16.0,2139.7,-103.2,352.9,29.2,28.32,1306.8,Nominal,False,2024
TLM-0046812,SAT-0011386,1985-09-24,97.7,1497.4,-123.7,1089.1,69.7,29.13,1301.3,Anomaly,True,1985
TLM-0046813,SAT-0046416,2007-12-08,43.6,2380.7,-77.7,1113.0,58.5,28.48,1400.3,In Testing,False,2007
TLM-0046814,SAT-0083274,2019-05-19,17.8,1706.3,-65.7,1073.6,43.9,28.16,1338.2,Partially Operational,False,2019
TLM-0046815,SAT-0064956,2012-05-16,18.4,2173.1,-81.4,1052.5,63.8,28.59,1398.8,Nominal,False,2012
TLM-0046816,SAT-0073262,2020-05-23,23.0,1956.0,-75.6,80.5,32.4,28.39,1348.4,Nominal,False,2020
TLM-0046817,SAT-0069792,2004-01-27,22.9,1568.9,-77.8,555.9,38.5,28.08,1333.5,Partially Operational,False,2004
TLM-0046818,SAT-0002863,1998-12-18,16.1,1908.8,-84.3,1080.9,47.4,28.08,1345.5,Retired,False,1998
TLM-0046819,SAT-0035001,2022-12-23,26.3,1166.6,-84.0,466.7,79.9,28.13,1281.1,Nominal,False,2022
TLM-0046820,SAT-0020544,2007-08-04,51.4,2755.4,-139.3,636.1,88.1,26.83,1304.3,Anomaly,True,2007
TLM-0046821,SAT-0018548,2014-09-27,19.3,690.3,-66.7,541.2,21.0,27.8,1298.3,Nominal,False,2014
TLM-0046822,SAT-0034772,1993-10-22,19.3,1722.4,-80.5,380.2,33.3,28.53,1409.5,In Testing,False,1993
TLM-0046823,SAT-0084430,2015-01-15,21.6,956.3,-96.2,891.8,69.8,28.06,1303.4,Nominal,False,2015
TLM-0046824,SAT-0044340,1985-06-27,38.5,2202.7,-66.2,90.3,78.2,28.59,1417.9,Nominal,False,1985
TLM-0046825,SAT-0026129,2005-03-01,29.6,957.7,-65.6,186.2,46.9,28.49,1287.8,Retired,False,2005
TLM-0046826,SAT-0022969,1991-01-20,25.2,1674.9,-93.6,361.7,84.1,28.14,1370.2,Retired,False,1991
TLM-0046827,SAT-0070010,2016-10-22,20.4,946.2,-92.9,52.8,68.1,28.28,1314.2,Retired,False,2016
TLM-0046828,SAT-0006297,2017-01-25,31.0,2016.8,-100.8,840.6,60.5,28.15,1299.2,Nominal,False,2017
TLM-0046829,SAT-0059795,2010-09-04,24.8,1202.8,-68.4,85.7,63.0,28.13,1393.5,Partially Operational,False,2010
TLM-0046830,SAT-0064833,1964-10-06,31.0,2126.1,-89.4,1046.9,47.7,28.47,1360.0,Nominal,False,1964
TLM-0046831,SAT-0038845,1984-07-05,19.7,1398.4,-67.0,614.2,26.9,27.94,1367.1,Failed,False,1984
TLM-0046832,SAT-0086214,2001-10-18,66.1,2242.8,-132.2,539.5,62.7,28.83,1412.4,Anomaly,True,2001
TLM-0046833,SAT-0037709,2012-02-04,28.9,2395.9,-85.0,1124.6,79.1,28.58,1363.4,Failed,False,2012
TLM-0046834,SAT-0029507,2016-03-26,69.2,2729.7,-122.3,362.1,70.0,29.13,1416.9,Anomaly,True,2016
TLM-0046835,SAT-0071684,2003-02-16,15.8,871.6,-74.1,312.8,25.1,27.88,1384.1,Nominal,False,2003
TLM-0046836,SAT-0011144,1975-01-14,62.3,2483.8,-124.9,227.5,78.2,28.98,1290.5,Anomaly,True,1975
TLM-0046837,SAT-0056183,1982-04-27,33.8,1345.3,-109.0,671.8,67.6,28.57,1334.6,Nominal,False,1982
TLM-0046838,SAT-0088010,2010-10-13,25.4,1090.7,-78.2,872.5,29.0,28.41,1413.0,Failed,False,2010
TLM-0046839,SAT-0026084,2019-01-11,41.9,1537.4,-91.1,338.5,30.1,28.26,1303.6,Retired,False,2019
TLM-0046840,SAT-0011001,2003-11-21,17.0,766.9,-89.0,1204.5,67.6,27.89,1335.3,Nominal,False,2003
TLM-0046841,SAT-0055382,1969-10-16,27.1,1081.0,-84.2,1132.5,77.0,27.89,1399.0,Retired,False,1969
TLM-0046842,SAT-0016184,2006-12-11,37.9,1519.6,-65.1,644.5,68.8,27.85,1417.0,Nominal,False,2006
TLM-0046843,SAT-0051695,2007-08-04,32.6,1234.3,-101.2,267.5,32.4,28.11,1399.1,Nominal,False,2007
TLM-0046844,SAT-0061319,2017-09-02,38.7,1390.8,-102.2,426.3,66.6,28.4,1373.4,Nominal,False,2017
TLM-0046845,SAT-0079074,1987-01-19,15.4,1521.7,-108.4,789.1,39.9,28.21,1335.4,Nominal,False,1987
TLM-0046846,SAT-0035647,2004-12-15,21.4,357.7,-76.1,875.4,52.8,28.41,1320.3,Nominal,False,2004
TLM-0046847,SAT-0091624,2006-03-04,15.6,1650.2,-101.1,988.5,43.5,28.21,1321.7,Nominal,False,2006
TLM-0046848,SAT-0065772,2022-05-08,18.0,357.3,-72.3,294.2,48.4,27.94,1309.8,Nominal,False,2022
TLM-0046849,SAT-0069925,1984-07-19,29.4,1937.5,-106.6,66.2,84.8,27.81,1399.5,Nominal,False,1984
TLM-0046850,SAT-0067840,2003-05-27,18.3,540.5,-75.5,445.9,76.5,28.49,1369.6,Nominal,False,2003
TLM-0046851,SAT-0004059,2020-11-06,33.6,1902.1,-65.3,868.6,22.4,27.92,1387.8,Retired,False,2020
TLM-0046852,SAT-0058397,2000-11-05,25.2,1025.9,-80.9,233.7,20.8,28.5,1399.8,Nominal,False,2000
TLM-0046853,SAT-0049523,2005-04-16,88.8,1827.4,-146.3,93.9,94.3,24.75,1381.8,Anomaly,True,2005
TLM-0046854,SAT-0012786,2016-11-09,42.5,1925.4,-75.4,882.1,39.2,28.2,1317.7,Nominal,False,2016
TLM-0046855,SAT-0037314,1981-01-02,24.8,739.2,-102.5,429.5,36.5,28.41,1311.3,Nominal,False,1981
TLM-0046856,SAT-0067238,1996-10-17,41.0,760.8,-66.1,747.8,43.3,28.3,1342.9,Nominal,False,1996
TLM-0046857,SAT-0050210,1988-06-11,43.9,1636.5,-79.8,736.5,36.9,27.84,1400.9,In Testing,False,1988
TLM-0046858,SAT-0061513,1986-05-01,40.5,1919.7,-104.2,860.5,38.7,27.82,1284.4,Nominal,False,1986
TLM-0046859,SAT-0011241,2008-10-05,31.6,819.5,-94.6,82.2,34.8,28.07,1411.7,Nominal,False,2008
TLM-0046860,SAT-0033742,1998-12-21,34.0,625.3,-102.8,125.3,63.8,27.91,1399.7,Failed,False,1998
TLM-0046861,SAT-0085327,1991-06-03,32.5,1001.2,-83.6,1241.1,36.1,27.83,1297.0,Retired,False,1991
TLM-0046862,SAT-0031586,2004-03-22,36.8,1516.7,-99.1,855.4,63.8,27.81,1379.8,Nominal,False,2004
TLM-0046863,SAT-0033399,1971-01-02,39.5,846.6,-67.7,917.4,23.8,28.12,1369.5,Retired,False,1971
TLM-0046864,SAT-0068324,2024-09-19,41.7,866.7,-87.4,1164.5,59.6,27.93,1350.3,Retired,False,2024
TLM-0046865,SAT-0003459,1983-07-08,44.0,521.4,-65.9,701.4,72.4,27.9,1315.2,Nominal,False,1983
TLM-0046866,SAT-0001852,1992-08-01,21.8,1734.5,-82.4,668.1,56.6,27.84,1336.3,Failed,False,1992
TLM-0046867,SAT-0010449,2023-10-14,38.4,1103.0,-108.9,864.8,64.5,27.93,1337.8,Nominal,False,2023
TLM-0046868,SAT-0034668,2014-10-02,35.6,351.6,-76.1,684.5,45.1,27.91,1395.0,Failed,False,2014
TLM-0046869,SAT-0061315,2015-11-28,39.9,1714.3,-99.7,769.0,77.9,28.12,1295.4,Nominal,False,2015
TLM-0046870,SAT-0047704,2014-07-24,39.7,1877.7,-71.4,1039.0,73.7,28.58,1337.2,Nominal,False,2014
TLM-0046871,SAT-0026317,2016-08-14,41.8,1139.8,-107.9,716.8,21.7,28.37,1393.3,Nominal,False,2016
TLM-0046872,SAT-0087493,1995-02-18,30.2,1331.9,-101.4,764.3,27.9,27.85,1370.9,Nominal,False,1995
TLM-0046873,SAT-0018733,1983-08-05,42.0,608.1,-91.2,466.2,58.0,28.42,1360.5,Nominal,False,1983
TLM-0046874,SAT-0006452,1975-06-11,44.1,1134.8,-102.0,1010.8,57.8,28.3,1403.1,Nominal,False,1975
TLM-0046875,SAT-0024395,2010-08-13,42.2,2278.1,-93.3,772.9,48.4,28.35,1346.3,Nominal,False,2010
TLM-0046876,SAT-0026809,1996-06-05,39.2,369.6,-71.7,875.7,48.9,27.96,1362.0,Nominal,False,1996
TLM-0046877,SAT-0030793,2000-06-08,23.7,811.4,-76.8,281.7,24.5,27.93,1399.7,Retired,False,2000
TLM-0046878,SAT-0092058,1992-01-12,29.4,726.0,-89.6,1170.4,82.3,28.17,1395.0,Retired,False,1992
TLM-0046879,SAT-0000786,2001-03-21,42.3,2020.8,-107.9,1117.7,59.2,28.18,1311.9,Retired,False,2001
TLM-0046880,SAT-0065632,2017-08-21,32.5,817.9,-68.8,168.7,50.7,27.83,1401.0,Nominal,False,2017
TLM-0046881,SAT-0072858,2024-06-12,28.2,1772.8,-104.7,413.6,25.8,28.27,1382.5,Retired,False,2024
TLM-0046882,SAT-0016401,2000-11-09,34.8,671.2,-108.6,284.2,70.6,28.14,1350.2,Retired,False,2000
TLM-0046883,SAT-0042898,1998-12-12,25.1,593.7,-90.3,657.3,81.4,28.53,1336.2,Retired,False,1998
TLM-0046884,SAT-0045895,1970-08-10,24.1,2294.3,-79.8,1122.6,29.2,28.54,1385.4,Retired,False,1970
TLM-0046885,SAT-0022624,1986-03-12,89.6,2486.9,-113.8,1235.5,63.4,27.56,1342.8,Anomaly,True,1986
TLM-0046886,SAT-0066500,2010-10-07,36.4,1530.6,-101.4,774.9,71.5,28.01,1397.9,Retired,False,2010
TLM-0046887,SAT-0036614,2023-10-25,22.9,2275.2,-96.6,1148.1,50.2,28.51,1354.0,Retired,False,2023
TLM-0046888,SAT-0094049,2001-02-25,37.8,1627.9,-67.4,312.7,30.2,28.09,1301.5,Nominal,False,2001
TLM-0046889,SAT-0015347,1978-11-26,35.1,601.7,-105.9,386.7,32.9,28.56,1326.5,Retired,False,1978
TLM-0046890,SAT-0063911,2016-04-02,41.9,1190.0,-66.4,1081.6,36.9,28.47,1330.2,Nominal,False,2016
TLM-0046891,SAT-0010665,2013-10-27,41.6,2099.5,-101.1,252.7,50.2,28.58,1320.4,Nominal,False,2013
TLM-0046892,SAT-0047138,2020-10-12,33.0,629.6,-68.7,761.2,74.5,28.36,1287.8,Retired,False,2020
TLM-0046893,SAT-0015127,2006-04-02,24.0,801.9,-89.8,452.2,33.3,27.98,1362.1,Retired,False,2006
TLM-0046894,SAT-0062669,2019-05-26,42.1,2151.6,-76.6,1184.8,82.9,28.24,1282.4,Retired,False,2019
TLM-0046895,SAT-0078259,2012-06-16,41.1,2110.3,-85.5,514.6,78.0,28.14,1358.0,Partially Operational,False,2012
TLM-0046896,SAT-0065221,2017-05-25,38.8,1436.4,-101.3,385.0,48.6,28.04,1393.2,Nominal,False,2017
TLM-0046897,SAT-0015234,1991-08-14,42.5,2139.4,-107.6,1018.4,84.0,28.47,1417.6,Partially Operational,False,1991
TLM-0046898,SAT-0077318,2014-06-09,30.2,479.8,-104.0,763.1,45.0,28.25,1356.5,Nominal,False,2014
TLM-0046899,SAT-0083878,1962-02-16,35.0,1189.7,-95.2,493.5,21.9,27.96,1359.7,Retired,False,1962
TLM-0046900,SAT-0035729,2020-01-09,41.2,2023.4,-91.1,858.1,71.9,28.32,1352.8,Retired,False,2020
TLM-0046901,SAT-0003404,2017-09-23,81.1,3054.0,-127.6,666.4,68.0,25.91,1304.2,Anomaly,True,2017
TLM-0046902,SAT-0027805,2017-10-23,32.8,2087.9,-93.4,384.3,37.0,28.5,1389.7,Nominal,False,2017
TLM-0046903,SAT-0021394,2014-08-22,41.9,1785.5,-69.1,88.4,81.4,28.07,1307.1,Retired,False,2014
TLM-0046904,SAT-0045237,1997-04-28,29.0,1968.8,-74.0,267.9,31.5,28.52,1390.7,Nominal,False,1997
TLM-0046905,SAT-0007015,2012-09-26,29.2,1214.6,-84.7,290.7,82.7,28.5,1417.9,Retired,False,2012
TLM-0046906,SAT-0037544,2022-09-27,41.0,388.8,-90.0,658.8,25.6,28.44,1384.4,Nominal,False,2022
TLM-0046907,SAT-0017780,2024-07-18,44.3,1493.8,-90.5,124.4,76.0,27.9,1336.7,In Testing,False,2024
TLM-0046908,SAT-0043569,2014-03-15,28.3,1683.7,-99.4,862.3,23.1,28.39,1412.5,Nominal,False,2014
TLM-0046909,SAT-0076847,1994-02-10,39.7,2243.9,-78.5,264.3,25.6,28.1,1392.4,Nominal,False,1994
TLM-0046910,SAT-0077175,1993-08-18,15.7,2269.5,-88.2,342.2,68.9,27.84,1338.8,Nominal,False,1993
TLM-0046911,SAT-0033384,2000-10-21,19.0,657.8,-80.6,904.4,33.2,27.96,1410.3,Nominal,False,2000
TLM-0046912,SAT-0058575,1986-06-21,38.6,1282.8,-98.1,311.7,44.6,28.29,1291.8,Retired,False,1986
TLM-0046913,SAT-0032576,2019-06-09,33.3,818.8,-67.7,814.3,29.1,28.32,1395.5,Nominal,False,2019
TLM-0046914,SAT-0014051,2007-09-13,25.9,2224.0,-84.0,981.6,72.6,28.21,1354.2,Nominal,False,2007
TLM-0046915,SAT-0065405,2007-04-13,19.1,1594.1,-78.3,1162.2,39.8,28.15,1312.3,Retired,False,2007
TLM-0046916,SAT-0000172,1964-11-12,21.9,964.0,-71.6,314.3,48.1,27.91,1383.0,Retired,False,1964
TLM-0046917,SAT-0075837,2013-06-04,25.5,589.0,-83.4,232.5,21.3,28.34,1293.1,Retired,False,2013
TLM-0046918,SAT-0048589,2016-04-06,30.6,1262.9,-87.1,291.2,33.8,28.33,1394.9,Retired,False,2016
TLM-0046919,SAT-0052209,1997-07-27,22.2,1832.3,-96.1,565.8,60.7,27.9,1357.7,Retired,False,1997
TLM-0046920,SAT-0086731,1968-07-28,33.5,978.9,-95.0,427.1,57.8,28.05,1343.7,Failed,False,1968
TLM-0046921,SAT-0006487,1985-04-04,33.8,622.6,-103.7,783.7,56.2,28.35,1383.2,Nominal,False,1985
TLM-0046922,SAT-0058534,1984-08-24,31.4,1659.8,-104.6,677.1,68.9,28.18,1283.3,Nominal,False,1984
TLM-0046923,SAT-0056594,2015-05-11,34.8,431.5,-106.8,687.8,57.5,28.41,1326.5,Nominal,False,2015
TLM-0046924,SAT-0036205,2024-12-26,20.6,370.9,-103.9,980.5,54.2,28.3,1347.4,Nominal,False,2024
TLM-0046925,SAT-0034760,2015-07-19,44.7,1953.6,-71.9,521.1,34.0,28.48,1412.6,Retired,False,2015
TLM-0046926,SAT-0032514,2008-07-21,40.3,1864.1,-78.0,774.2,54.2,28.59,1310.6,Retired,False,2008
TLM-0046927,SAT-0049576,2023-08-24,30.9,2253.2,-107.8,1145.9,30.0,28.57,1416.5,Retired,False,2023
TLM-0046928,SAT-0007075,2002-03-06,17.1,2199.7,-106.7,441.4,68.7,28.38,1363.5,Nominal,False,2002
TLM-0046929,SAT-0076584,2010-10-22,26.6,1470.6,-76.9,1104.3,55.3,28.24,1416.3,Nominal,False,2010
TLM-0046930,SAT-0070228,1994-01-26,41.8,1328.6,-107.7,335.0,43.8,28.25,1323.4,Nominal,False,1994
TLM-0046931,SAT-0045362,1995-08-14,29.3,2379.6,-85.5,682.2,41.7,28.05,1292.8,Nominal,False,1995
TLM-0046932,SAT-0047136,2023-11-02,29.0,1089.8,-89.0,560.3,75.5,27.84,1331.9,Failed,False,2023
TLM-0046933,SAT-0038562,2019-02-21,43.6,1700.1,-75.5,1063.0,29.9,28.57,1375.0,Nominal,False,2019
TLM-0046934,SAT-0079146,2015-07-06,19.9,2180.7,-96.3,1048.5,40.0,27.89,1318.7,Nominal,False,2015
TLM-0046935,SAT-0064813,2014-09-28,17.8,867.7,-102.4,103.9,59.4,27.82,1291.2,Nominal,False,2014
TLM-0046936,SAT-0041155,2008-03-15,28.0,705.6,-77.6,651.4,24.8,27.83,1367.0,Nominal,False,2008
TLM-0046937,SAT-0054035,2024-12-16,44.0,1260.7,-75.4,1082.5,27.8,28.58,1377.2,Nominal,False,2024
TLM-0046938,SAT-0045189,2024-07-21,15.9,1787.7,-68.0,247.3,67.7,28.15,1366.6,Retired,False,2024
TLM-0046939,SAT-0002531,1986-01-19,15.1,2314.9,-66.6,976.5,36.0,28.12,1362.5,Nominal,False,1986
TLM-0046940,SAT-0015454,2013-07-12,25.8,1869.0,-105.1,774.4,43.1,28.58,1405.3,Nominal,False,2013
TLM-0046941,SAT-0012434,2022-12-11,38.7,1491.0,-89.8,1055.7,81.8,27.96,1401.2,Failed,False,2022
TLM-0046942,SAT-0043125,2016-01-05,34.8,1006.5,-74.9,272.7,61.3,28.09,1326.7,Nominal,False,2016
TLM-0046943,SAT-0042515,1993-06-11,20.5,2105.6,-74.7,258.3,63.1,27.92,1360.1,Nominal,False,1993
TLM-0046944,SAT-0014577,2010-05-05,40.0,1236.7,-67.6,552.7,67.0,27.81,1300.2,Nominal,False,2010
TLM-0046945,SAT-0082820,2004-05-19,28.5,1429.6,-86.4,827.1,33.4,28.09,1333.9,Retired,False,2004
TLM-0046946,SAT-0075353,2002-07-17,36.3,934.0,-91.6,232.4,35.8,28.01,1322.8,Nominal,False,2002
TLM-0046947,SAT-0059049,1998-01-26,40.1,532.9,-67.8,130.2,62.3,28.19,1292.6,Nominal,False,1998
TLM-0046948,SAT-0049752,2014-09-17,30.2,1494.8,-85.4,792.3,83.3,28.46,1400.2,Nominal,False,2014
TLM-0046949,SAT-0063393,2022-07-21,36.6,561.9,-77.1,79.8,22.9,28.33,1384.0,Nominal,False,2022
TLM-0046950,SAT-0020124,2019-07-27,20.0,618.5,-84.1,366.5,75.6,28.44,1382.7,Nominal,False,2019
TLM-0046951,SAT-0002608,2009-04-09,35.7,1402.8,-81.1,708.9,37.8,27.95,1367.2,Nominal,False,2009
TLM-0046952,SAT-0086328,2010-05-16,15.6,1278.5,-104.7,1056.7,48.5,28.12,1340.7,Retired,False,2010
TLM-0046953,SAT-0061974,1999-12-20,20.6,1005.8,-69.2,768.9,32.0,28.0,1343.1,Nominal,False,1999
TLM-0046954,SAT-0089145,2007-11-24,25.5,1571.8,-102.0,528.9,84.9,28.18,1359.2,Partially Operational,False,2007
TLM-0046955,SAT-0059001,2010-10-01,20.2,960.3,-101.4,854.6,22.3,28.19,1346.5,Failed,False,2010
TLM-0046956,SAT-0077837,2017-04-27,23.8,851.8,-90.9,1028.1,42.7,27.89,1357.2,Nominal,False,2017
TLM-0046957,SAT-0042184,2019-04-16,26.1,493.5,-72.0,1086.8,44.2,28.55,1326.6,Nominal,False,2019
TLM-0046958,SAT-0029599,2003-02-27,32.0,1056.2,-74.3,892.3,58.1,27.98,1311.5,Nominal,False,2003
TLM-0046959,SAT-0081858,2022-02-06,37.8,2373.5,-67.1,684.0,69.1,27.98,1389.9,In Testing,False,2022
TLM-0046960,SAT-0046236,2021-12-11,43.5,1879.4,-79.6,702.8,42.1,28.37,1288.6,Retired,False,2021
TLM-0046961,SAT-0042956,2008-06-01,27.5,1411.8,-99.9,1016.2,47.1,28.43,1396.7,Nominal,False,2008
TLM-0046962,SAT-0040885,2013-11-01,16.8,383.1,-89.4,628.4,33.5,28.34,1393.1,Nominal,False,2013
TLM-0046963,SAT-0062142,1970-07-06,36.9,923.8,-91.5,502.2,60.4,28.25,1297.5,Nominal,False,1970
TLM-0046964,SAT-0054660,1999-05-22,25.4,998.0,-108.3,1166.0,76.6,28.34,1316.9,Retired,False,1999
TLM-0046965,SAT-0005548,1996-04-13,32.0,1796.7,-65.0,1196.7,44.7,28.01,1372.1,Retired,False,1996
TLM-0046966,SAT-0040147,2004-03-08,42.7,1280.4,-83.4,516.4,61.4,28.39,1415.3,Nominal,False,2004
TLM-0046967,SAT-0043715,2013-05-13,31.9,1464.0,-75.2,922.6,66.1,28.25,1395.9,Nominal,False,2013
TLM-0046968,SAT-0056429,1992-03-10,37.4,2217.8,-97.0,942.9,57.2,28.06,1398.9,Retired,False,1992
TLM-0046969,SAT-0075728,1989-09-22,22.2,2382.0,-87.7,245.1,51.4,28.46,1303.9,Nominal,False,1989
TLM-0046970,SAT-0038579,2018-02-03,21.8,2274.1,-83.4,550.9,76.1,27.84,1300.2,Partially Operational,False,2018
TLM-0046971,SAT-0032714,2022-03-07,36.6,2326.3,-71.4,1037.6,56.0,27.85,1407.6,Retired,False,2022
TLM-0046972,SAT-0024952,1999-08-09,17.6,2044.3,-93.0,1099.5,56.2,28.28,1293.9,Nominal,False,1999
TLM-0046973,SAT-0020537,2018-07-12,16.0,1258.7,-77.6,628.1,39.4,27.81,1403.7,Nominal,False,2018
TLM-0046974,SAT-0070137,1992-10-25,38.6,901.1,-71.9,683.3,54.0,28.11,1402.6,Failed,False,1992
TLM-0046975,SAT-0038523,2007-12-26,42.4,1562.1,-85.3,784.5,64.8,27.85,1293.9,In Testing,False,2007
TLM-0046976,SAT-0034614,2003-03-13,39.5,381.0,-89.0,646.7,21.9,27.87,1407.4,Failed,False,2003
TLM-0046977,SAT-0012356,2000-10-07,18.7,501.2,-65.6,155.1,51.6,28.16,1285.7,Nominal,False,2000
TLM-0046978,SAT-0063143,1999-10-21,44.7,2255.3,-91.7,1192.0,20.0,27.85,1336.5,Nominal,False,1999
TLM-0046979,SAT-0006543,1980-03-20,44.7,1293.5,-105.1,257.1,58.8,28.16,1379.3,Retired,False,1980
TLM-0046980,SAT-0029513,1997-10-17,26.9,520.8,-69.4,643.6,45.5,28.45,1330.7,Retired,False,1997
TLM-0046981,SAT-0054442,2010-11-22,17.7,2330.1,-87.3,1052.1,28.2,28.48,1319.4,Retired,False,2010
TLM-0046982,SAT-0015239,2019-12-23,41.1,1312.3,-73.3,544.9,47.0,28.27,1398.0,Failed,False,2019
TLM-0046983,SAT-0017813,2006-02-06,44.7,1048.5,-71.2,936.3,78.4,28.49,1342.9,Nominal,False,2006
TLM-0046984,SAT-0061152,1992-12-19,20.0,2235.5,-105.7,350.0,37.8,28.12,1299.5,Retired,False,1992
TLM-0046985,SAT-0071513,1990-04-11,27.9,699.1,-97.4,1073.9,74.7,28.5,1419.9,Nominal,False,1990
TLM-0046986,SAT-0062903,2007-12-25,21.6,2108.8,-109.8,408.0,51.6,27.98,1407.2,Nominal,False,2007
TLM-0046987,SAT-0043490,1995-02-13,38.0,1245.3,-105.6,1218.8,50.2,27.91,1415.6,Failed,False,1995
TLM-0046988,SAT-0006842,1991-08-25,19.9,2065.3,-91.2,135.6,63.2,28.14,1393.4,Nominal,False,1991
TLM-0046989,SAT-0050961,1984-05-20,22.7,1050.5,-106.9,796.1,37.2,27.88,1390.8,Retired,False,1984
TLM-0046990,SAT-0003210,2001-11-27,33.8,879.1,-72.2,675.7,54.2,28.51,1389.6,Nominal,False,2001
TLM-0046991,SAT-0057912,2009-11-07,26.1,991.9,-107.4,688.5,79.8,27.9,1297.2,Nominal,False,2009
TLM-0046992,SAT-0012260,2017-02-21,20.8,1237.0,-108.1,820.9,33.8,28.26,1347.9,Nominal,False,2017
TLM-0046993,SAT-0029639,2021-03-28,27.2,2178.4,-104.7,395.0,55.6,28.39,1348.4,Nominal,False,2021
TLM-0046994,SAT-0089201,2014-02-17,25.1,1031.0,-82.0,1126.3,63.8,28.32,1286.9,Nominal,False,2014
TLM-0046995,SAT-0035361,1989-04-25,22.9,1094.8,-100.7,543.0,50.2,28.23,1397.3,Nominal,False,1989
