satellite_id,mission_id,satellite_name,country,operator,purpose,launch_date,year,quarter,orbit_type,mass_kg,status
SAT-0013946,MSN-0014814,US-SAT-013946,USA,Rocket Lab,Military,2001-04-04,2001,2,LEO,911.9,Retired
SAT-0013947,MSN-0014815,IN-SAT-013947,India,ISRO,Communications,2002-09-14,2002,3,GEO,19796.4,Operational
SAT-0013948,MSN-0014816,GE-SAT-013948,Germany,DLR,Military,2018-12-19,2018,4,LEO,24331.3,Partially Operational
SAT-0013949,MSN-0014817,RU-SAT-013949,Russia,Roscosmos,Communications,1973-08-27,1973,3,GEO,1292.0,Retired
SAT-0013950,MSN-0014818,CH-SAT-013950,China,GALACTIC ENERGY,Technology Testing,2023-02-28,2023,1,GEO,1884.6,Operational
SAT-0013951,MSN-0014819,JA-SAT-013951,Japan,JAXA,Earth Observation,2019-02-26,2019,1,LEO,1550.4,Operational
SAT-0013952,MSN-0014820,OT-SAT-013952,Other,Unknown Agency,Military,1993-08-16,1993,3,GEO,6694.9,Retired
SAT-0013953,MSN-0014822,RU-SAT-013953,Russia,ISS-Reshetnev,Navigation,2024-12-28,2024,4,SSO,1018.5,Operational
SAT-0013954,MSN-0014823,US-SAT-013954,USA,SpaceX,Earth Observation,2014-04-20,2014,2,LEO,348.0,Partially Operational
SAT-0013955,MSN-0014825,JA-SAT-013955,Japan,MHI,Communications,1984-01-09,1984,1,MEO,4534.2,Partially Operational
SAT-0013956,MSN-0014826,IN-SAT-013956,India,ISRO,Weather Monitoring,2020-03-23,2020,1,LEO,159.0,Operational
SAT-0013957,MSN-0014827,IN-SAT-013957,India,ISRO,Communications,2000-03-26,2000,1,MEO,3515.2,Failed
SAT-0013958,MSN-0014831,ES-SAT-013958,ESA,ESA,Navigation,1973-06-26,1973,2,LEO,7381.9,Failed
SAT-0013959,MSN-0014832,CH-SAT-013959,China,CNSA,Communications,2019-11-28,2019,4,LEO,3585.6,Failed
SAT-0013960,MSN-0014836,US-SAT-013960,USA,ULA,Communications,1995-06-26,1995,2,GEO,1451.2,Operational
SAT-0013961,MSN-0014837,RU-SAT-013961,Russia,Roscosmos,Weather Monitoring,1999-02-24,1999,1,LEO,1273.3,Operational
SAT-0013962,MSN-0014838,RU-SAT-013962,Russia,ISS-Reshetnev,Earth Observation,2024-03-18,2024,1,GEO,4594.5,Operational
SAT-0013963,MSN-0014839,RU-SAT-013963,Russia,Roscosmos,Technology Testing,2016-08-26,2016,3,LEO,1736.7,Operational
SAT-0013964,MSN-0014840,US-SAT-013964,USA,SpaceX,Technology Testing,1977-12-06,1977,4,LEO,9635.7,Operational
SAT-0013965,MSN-0014842,US-SAT-013965,USA,SpaceX,Earth Observation,2008-03-26,2008,1,GEO,211.8,Failed
SAT-0013966,MSN-0014843,RU-SAT-013966,Russia,Roscosmos,Weather Monitoring,1983-07-23,1983,3,GEO,1094.4,Operational
SAT-0013967,MSN-0014846,US-SAT-013967,USA,NASA,Communications,2015-05-19,2015,2,LEO,1246.9,Operational
SAT-0013968,MSN-0014848,RU-SAT-013968,Russia,ISS-Reshetnev,Weather Monitoring,1975-03-26,1975,1,LEO,17279.9,Operational
SAT-0013969,MSN-0014850,OT-SAT-013969,Other,Unknown Agency,Navigation,1960-11-21,1960,4,SSO,1332.9,Retired
SAT-0013970,MSN-0014853,RU-SAT-013970,Russia,ISS-Reshetnev,Communications,2009-10-22,2009,4,SSO,106.9,Operational
SAT-0013971,MSN-0014854,RU-SAT-013971,Russia,Roscosmos,Earth Observation,2023-01-02,2023,1,LEO,1308.1,Operational
SAT-0013972,MSN-0014855,IN-SAT-013972,India,ISRO,Communications,2013-11-03,2013,4,HEO,51.8,Operational
SAT-0013973,MSN-0014856,CH-SAT-013973,China,CASIC,Space Exploration,2020-09-24,2020,3,GEO,2733.3,Operational
SAT-0013974,MSN-0014857,IN-SAT-013974,India,ISRO,Navigation,2015-03-11,2015,1,GEO,7420.4,Failed
SAT-0013975,MSN-0014858,GE-SAT-013975,Germany,DLR,Communications,1975-02-15,1975,1,LEO,1670.7,Operational
SAT-0013976,MSN-0014859,ES-SAT-013976,ESA,ESA,Space Exploration,1991-04-23,1991,2,GEO,385.6,Partially Operational
SAT-0013977,MSN-0014860,CA-SAT-013977,Canada,CSA,Scientific Research,2020-06-22,2020,2,GEO,3071.3,Partially Operational
SAT-0013978,MSN-0014861,CH-SAT-013978,China,GALACTIC ENERGY,Navigation,2015-08-22,2015,3,LEO,2032.4,Failed
SAT-0013979,MSN-0014862,ES-SAT-013979,ESA,Arianespace,Scientific Research,2015-09-08,2015,3,LEO,3762.8,Failed
SAT-0013980,MSN-0014863,CH-SAT-013980,China,GALACTIC ENERGY,Communications,2013-04-02,2013,2,GEO,1327.6,Retired
SAT-0013981,MSN-0014864,CH-SAT-013981,China,GALACTIC ENERGY,Navigation,2001-09-09,2001,3,LEO,1232.7,Retired
SAT-0013982,MSN-0014865,FR-SAT-013982,France,Arianespace,Communications,2023-08-16,2023,3,LEO,3736.1,Operational
SAT-0013983,MSN-0014866,CH-SAT-013983,China,CNSA,Earth Observation,2014-08-17,2014,3,LEO,1111.0,Operational
SAT-0013984,MSN-0014868,ES-SAT-013984,ESA,ESA,Earth Observation,1984-03-22,1984,1,SSO,1102.2,Operational
SAT-0013985,MSN-0014869,US-SAT-013985,USA,SpaceX,Technology Testing,2015-10-22,2015,4,GEO,54.1,Partially Operational
SAT-0013986,MSN-0014870,GE-SAT-013986,Germany,DLR,Earth Observation,1988-09-14,1988,3,LEO,1696.4,Operational
SAT-0013987,MSN-0014871,CH-SAT-013987,China,GALACTIC ENERGY,Scientific Research,1990-07-03,1990,3,LEO,1868.3,Operational
SAT-0013988,MSN-0014873,CH-SAT-013988,China,CASIC,Earth Observation,2021-03-11,2021,1,LEO,4891.4,Failed
SAT-0013989,MSN-0014874,US-SAT-013989,USA,Rocket Lab,Earth Observation,2013-02-22,2013,1,GEO,3817.0,Operational
SAT-0013990,MSN-0014875,CH-SAT-013990,China,GALACTIC ENERGY,Earth Observation,2018-08-15,2018,3,GEO,1254.3,Partially Operational
SAT-0013991,MSN-0014876,US-SAT-013991,USA,NASA,Earth Observation,1985-02-09,1985,1,GEO,2066.8,In Testing
SAT-0013992,MSN-0014877,US-SAT-013992,USA,Boeing,Weather Monitoring,1999-10-23,1999,4,GEO,840.6,Partially Operational
SAT-0013993,MSN-0014877,US-SAT-013993,USA,Boeing,Weather Monitoring,1999-10-23,1999,4,GEO,826.3,Operational
SAT-0013994,MSN-0014877,US-SAT-013994,USA,Boeing,Weather Monitoring,1999-10-23,1999,4,GEO,788.5,Operational
SAT-0013995,MSN-0014877,US-SAT-013995,USA,Boeing,Earth Observation,1999-10-23,1999,4,GEO,215.4,Operational
SAT-0013996,MSN-0014877,US-SAT-013996,USA,Boeing,Weather Monitoring,1999-10-23,1999,4,GEO,878.4,Operational
SAT-0013997,MSN-0014877,US-SAT-013997,USA,Boeing,Earth Observation,1999-10-23,1999,4,GEO,453.9,Operational
SAT-0013998,MSN-0014878,CH-SAT-013998,China,GALACTIC ENERGY,Technology Testing,2004-11-17,2004,4,SSO,835.9,Partially Operational
SAT-0013999,MSN-0014879,US-SAT-013999,USA,SpaceX,Earth Observation,2001-09-19,2001,3,LEO,34698.0,Operational
SAT-0014000,MSN-0014880,CH-SAT-014000,China,CNSA,Scientific Research,1983-06-12,1983,2,MEO,731.8,Retired
SAT-0014001,MSN-0014880,CH-SAT-014001,China,CNSA,Earth Observation,1983-06-12,1983,2,MEO,901.8,Partially Operational
SAT-0014002,MSN-0014880,CH-SAT-014002,China,CNSA,Navigation,1983-06-12,1983,2,MEO,474.4,Operational
SAT-0014003,MSN-0014880,CH-SAT-014003,China,CNSA,Scientific Research,1983-06-12,1983,2,MEO,984.2,Operational
SAT-0014004,MSN-0014880,CH-SAT-014004,China,CNSA,Earth Observation,1983-06-12,1983,2,MEO,809.3,Retired
SAT-0014005,MSN-0014880,CH-SAT-014005,China,CNSA,Earth Observation,1983-06-12,1983,2,MEO,448.3,Retired
SAT-0014006,MSN-0014882,US-SAT-014006,USA,SpaceX,Navigation,1978-02-14,1978,1,SSO,23009.1,Operational
SAT-0014007,MSN-0014883,IN-SAT-014007,India,ISRO,Navigation,1991-02-18,1991,1,LEO,1010.5,Retired
SAT-0014008,MSN-0014884,RU-SAT-014008,Russia,ISS-Reshetnev,Communications,1993-10-20,1993,4,GEO,30.1,Retired
SAT-0014009,MSN-0014886,RU-SAT-014009,Russia,Roscosmos,Communications,2021-07-13,2021,3,GEO,1634.8,Operational
SAT-0014010,MSN-0014887,ES-SAT-014010,ESA,Arianespace,Earth Observation,2012-10-05,2012,4,LEO,700.3,Operational
SAT-0014011,MSN-0014888,CH-SAT-014011,China,CASC,Earth Observation,2015-12-20,2015,4,LEO,1931.6,Partially Operational
SAT-0014012,MSN-0014890,CH-SAT-014012,China,CASIC,Earth Observation,2009-04-04,2009,2,SSO,4677.0,Operational
SAT-0014013,MSN-0014891,US-SAT-014013,USA,Northrop Grumman,Earth Observation,1985-11-05,1985,4,GEO,1419.5,Operational
SAT-0014014,MSN-0014892,CH-SAT-014014,China,CASC,Communications,2024-09-28,2024,3,GTO,2474.7,Operational
SAT-0014015,MSN-0014893,US-SAT-014015,USA,ULA,Scientific Research,1984-03-25,1984,1,HEO,764.1,Failed
SAT-0014016,MSN-0014894,RU-SAT-014016,Russia,Roscosmos,Navigation,2022-08-17,2022,3,GTO,1524.1,Operational
SAT-0014017,MSN-0014895,US-SAT-014017,USA,Boeing,Earth Observation,2002-09-23,2002,3,LEO,3924.3,Operational
SAT-0014018,MSN-0014896,US-SAT-014018,USA,Boeing,Weather Monitoring,2008-12-17,2008,4,LEO,2468.2,Operational
SAT-0014019,MSN-0014897,US-SAT-014019,USA,Boeing,Space Exploration,2012-12-03,2012,4,LEO,2302.6,In Testing
SAT-0014020,MSN-0014897,US-SAT-014020,USA,Boeing,Communications,2012-12-03,2012,4,LEO,3039.5,Operational
SAT-0014021,MSN-0014897,US-SAT-014021,USA,Boeing,Communications,2012-12-03,2012,4,LEO,731.7,Failed
SAT-0014022,MSN-0014898,CH-SAT-014022,China,CNSA,Military,2015-06-03,2015,2,MEO,1867.8,Failed
SAT-0014023,MSN-0014899,RU-SAT-014023,Russia,ISS-Reshetnev,Communications,2013-07-18,2013,3,GEO,9272.1,Operational
SAT-0014024,MSN-0014900,ES-SAT-014024,ESA,ESA,Earth Observation,2013-01-08,2013,1,GEO,110.2,Operational
SAT-0014025,MSN-0014901,CH-SAT-014025,China,CASIC,Navigation,2014-07-20,2014,3,MEO,3222.6,Retired
SAT-0014026,MSN-0014902,US-SAT-014026,USA,ULA,Navigation,2009-07-10,2009,3,GEO,807.0,Operational
SAT-0014027,MSN-0014903,US-SAT-014027,USA,SpaceX,Military,1995-04-21,1995,2,LEO,1139.9,Operational
SAT-0014028,MSN-0014905,US-SAT-014028,USA,Boeing,Scientific Research,1982-10-21,1982,4,LEO,1630.5,Operational
SAT-0014029,MSN-0014909,UA-SAT-014029,UAE,UAESA,Earth Observation,2015-10-27,2015,4,Heliocentric,2046.9,Retired
SAT-0014030,MSN-0014910,CH-SAT-014030,China,CNSA,Weather Monitoring,2015-06-03,2015,2,LEO,1438.8,Operational
SAT-0014031,MSN-0014911,US-SAT-014031,USA,NASA,Military,2002-05-09,2002,2,LEO,375.3,Operational
SAT-0014032,MSN-0014912,US-SAT-014032,USA,SpaceX,Scientific Research,2016-06-28,2016,2,MEO,644.0,Operational
SAT-0014033,MSN-0014912,US-SAT-014033,USA,SpaceX,Earth Observation,2016-06-28,2016,2,MEO,420.0,Operational
SAT-0014034,MSN-0014912,US-SAT-014034,USA,SpaceX,Communications,2016-06-28,2016,2,MEO,773.8,Failed
SAT-0014035,MSN-0014912,US-SAT-014035,USA,SpaceX,Communications,2016-06-28,2016,2,MEO,932.1,In Testing
SAT-0014036,MSN-0014912,US-SAT-014036,USA,SpaceX,Communications,2016-06-28,2016,2,MEO,892.8,Retired
SAT-0014037,MSN-0014912,US-SAT-014037,USA,SpaceX,Technology Testing,2016-06-28,2016,2,MEO,853.8,Operational
SAT-0014038,MSN-0014912,US-SAT-014038,USA,SpaceX,Navigation,2016-06-28,2016,2,MEO,757.0,Operational
SAT-0014039,MSN-0014914,JA-SAT-014039,Japan,MHI,Earth Observation,2019-10-26,2019,4,SSO,887.6,Operational
SAT-0014040,MSN-0014915,US-SAT-014040,USA,ULA,Earth Observation,1962-09-26,1962,3,LEO,129.6,Operational
SAT-0014041,MSN-0014916,ES-SAT-014041,ESA,ESA,Communications,2015-11-23,2015,4,MEO,245.3,Partially Operational
SAT-0014042,MSN-0014917,GE-SAT-014042,Germany,DLR,Space Exploration,2018-04-05,2018,2,SSO,561.5,Failed
SAT-0014043,MSN-0014918,RU-SAT-014043,Russia,ISS-Reshetnev,Earth Observation,1990-02-24,1990,1,GEO,7017.5,Retired
SAT-0014044,MSN-0014919,US-SAT-014044,USA,NASA,Navigation,2020-11-22,2020,4,LEO,2785.5,Operational
SAT-0014045,MSN-0014920,US-SAT-014045,USA,Boeing,Earth Observation,2012-05-27,2012,2,LEO,332.7,Operational
SAT-0014046,MSN-0014920,US-SAT-014046,USA,Boeing,Earth Observation,2012-05-27,2012,2,LEO,97.3,Partially Operational
SAT-0014047,MSN-0014920,US-SAT-014047,USA,Boeing,Technology Testing,2012-05-27,2012,2,LEO,265.3,Operational
SAT-0014048,MSN-0014923,US-SAT-014048,USA,NASA,Weather Monitoring,1991-01-20,1991,1,GTO,1189.7,Operational
SAT-0014049,MSN-0014924,US-SAT-014049,USA,NASA,Scientific Research,2015-04-07,2015,2,LEO,1018.6,Operational
SAT-0014050,MSN-0014926,RU-SAT-014050,Russia,Roscosmos,Communications,2011-07-25,2011,3,LEO,6824.6,Operational
SAT-0014051,MSN-0014927,JA-SAT-014051,Japan,JAXA,Earth Observation,2013-10-03,2013,4,SSO,10510.2,Retired
SAT-0014052,MSN-0014928,US-SAT-014052,USA,Northrop Grumman,Weather Monitoring,2010-12-21,2010,4,LEO,48.5,Operational
SAT-0014053,MSN-0014929,US-SAT-014053,USA,Rocket Lab,Earth Observation,2002-08-11,2002,3,GEO,1886.5,Operational
SAT-0014054,MSN-0014931,GE-SAT-014054,Germany,DLR,Scientific Research,2013-12-02,2013,4,LEO,1768.7,Partially Operational
SAT-0014055,MSN-0014932,JA-SAT-014055,Japan,JAXA,Earth Observation,1998-07-20,1998,3,LEO,953.2,Operational
SAT-0014056,MSN-0014933,GE-SAT-014056,Germany,DLR,Communications,2009-02-27,2009,1,GEO,1442.1,Operational
SAT-0014057,MSN-0014933,GE-SAT-014057,Germany,DLR,Navigation,2009-02-27,2009,1,GEO,1364.3,Failed
SAT-0014058,MSN-0014933,GE-SAT-014058,Germany,DLR,Weather Monitoring,2009-02-27,2009,1,GEO,895.0,Operational
SAT-0014059,MSN-0014934,US-SAT-014059,USA,Northrop Grumman,Earth Observation,2015-12-22,2015,4,GEO,2596.3,Partially Operational
SAT-0014060,MSN-0014935,US-SAT-014060,USA,Rocket Lab,Navigation,2020-05-19,2020,2,GEO,549.7,Operational
SAT-0014061,MSN-0014936,US-SAT-014061,USA,SpaceX,Communications,2010-08-13,2010,3,LEO,6347.1,In Testing
SAT-0014062,MSN-0014937,CH-SAT-014062,China,GALACTIC ENERGY,Communications,1996-02-03,1996,1,LEO,2302.1,Retired
SAT-0014063,MSN-0014938,RU-SAT-014063,Russia,ISS-Reshetnev,Space Exploration,1965-02-19,1965,1,LEO,3951.2,Retired
SAT-0014064,MSN-0014939,RU-SAT-014064,Russia,Roscosmos,Technology Testing,2022-12-07,2022,4,SSO,1064.0,Retired
SAT-0014065,MSN-0014941,ES-SAT-014065,ESA,ESA,Space Exploration,2024-03-19,2024,1,GTO,891.2,Operational
SAT-0014066,MSN-0014942,FR-SAT-014066,France,CNES,Communications,1973-08-21,1973,3,SSO,5166.0,Failed
SAT-0014067,MSN-0014943,US-SAT-014067,USA,Boeing,Communications,1984-08-23,1984,3,LEO,2350.6,Operational
SAT-0014068,MSN-0014946,RU-SAT-014068,Russia,Roscosmos,Military,1969-12-01,1969,4,GEO,1332.9,Operational
SAT-0014069,MSN-0014947,CH-SAT-014069,China,CASIC,Weather Monitoring,1998-12-18,1998,4,GEO,261.7,Partially Operational
SAT-0014070,MSN-0014952,CH-SAT-014070,China,CASIC,Space Exploration,2008-04-18,2008,2,LEO,415.3,Operational
SAT-0014071,MSN-0014953,US-SAT-014071,USA,Boeing,Communications,1999-09-04,1999,3,LEO,3204.0,Failed
SAT-0014072,MSN-0014954,US-SAT-014072,USA,ULA,Communications,2010-02-23,2010,1,LEO,1272.5,Operational
SAT-0014073,MSN-0014956,RU-SAT-014073,Russia,ISS-Reshetnev,Technology Testing,2015-04-06,2015,2,Lunar,1234.8,Retired
SAT-0014074,MSN-0014957,FR-SAT-014074,France,Arianespace,Communications,2013-09-03,2013,3,Lunar,533.3,Operational
SAT-0014075,MSN-0014958,IS-SAT-014075,Israel,ISA,Military,2015-04-20,2015,2,LEO,151.6,Retired
SAT-0014076,MSN-0014958,IS-SAT-014076,Israel,ISA,Communications,2015-04-20,2015,2,LEO,678.8,Failed
SAT-0014077,MSN-0014958,IS-SAT-014077,Israel,ISA,Earth Observation,2015-04-20,2015,2,LEO,271.4,Partially Operational
SAT-0014078,MSN-0014959,JA-SAT-014078,Japan,JAXA,Navigation,2012-10-14,2012,4,LEO,4163.7,Failed
SAT-0014079,MSN-0014960,US-SAT-014079,USA,Northrop Grumman,Scientific Research,2019-12-12,2019,4,MEO,3658.0,Retired
SAT-0014080,MSN-0014961,JA-SAT-014080,Japan,JAXA,Technology Testing,2022-05-22,2022,2,GEO,1449.5,Retired
SAT-0014081,MSN-0014963,RU-SAT-014081,Russia,Roscosmos,Military,1964-01-16,1964,1,LEO,2996.0,Operational
SAT-0014082,MSN-0014965,CH-SAT-014082,China,GALACTIC ENERGY,Earth Observation,2022-07-09,2022,3,LEO,7984.8,Retired
SAT-0014083,MSN-0014966,CH-SAT-014083,China,CASIC,Military,1978-11-08,1978,4,SSO,842.8,Failed
SAT-0014084,MSN-0014970,US-SAT-014084,USA,Rocket Lab,Navigation,1994-07-22,1994,3,GEO,211.5,In Testing
SAT-0014085,MSN-0014972,JA-SAT-014085,Japan,JAXA,Technology Testing,2019-03-19,2019,1,LEO,2296.3,Operational
SAT-0014086,MSN-0014974,CH-SAT-014086,China,CASC,Earth Observation,2019-03-24,2019,1,MEO,6226.4,Failed
SAT-0014087,MSN-0014975,IN-SAT-014087,India,ISRO,Weather Monitoring,2021-03-13,2021,1,MEO,677.2,Retired
SAT-0014088,MSN-0014977,JA-SAT-014088,Japan,MHI,Scientific Research,1997-10-21,1997,4,GEO,1905.6,Operational
SAT-0014089,MSN-0014978,CH-SAT-014089,China,GALACTIC ENERGY,Communications,2010-10-28,2010,4,GEO,2215.4,Retired
SAT-0014090,MSN-0014979,RU-SAT-014090,Russia,Roscosmos,Navigation,2018-03-19,2018,1,LEO,3375.5,Operational
SAT-0014091,MSN-0014980,IN-SAT-014091,India,ISRO,Earth Observation,1990-12-10,1990,4,GEO,2003.3,Partially Operational
SAT-0014092,MSN-0014981,CH-SAT-014092,China,CASC,Scientific Research,1998-09-17,1998,3,LEO,2812.4,Operational
SAT-0014093,MSN-0014982,RU-SAT-014093,Russia,ISS-Reshetnev,Communications,2004-03-06,2004,1,GEO,360.4,Partially Operational
SAT-0014094,MSN-0014984,RU-SAT-014094,Russia,ISS-Reshetnev,Communications,2012-12-12,2012,4,MEO,2865.0,Retired
SAT-0014095,MSN-0014986,CH-SAT-014095,China,CNSA,Military,1974-03-14,1974,1,LEO,171.2,Failed
SAT-0014096,MSN-0014987,RU-SAT-014096,Russia,Roscosmos,Earth Observation,1998-09-14,1998,3,LEO,575.0,Retired
SAT-0014097,MSN-0014988,US-SAT-014097,USA,ULA,Communications,2013-04-10,2013,2,MEO,1319.2,Operational
SAT-0014098,MSN-0014989,ES-SAT-014098,ESA,ESA,Scientific Research,2003-01-23,2003,1,SSO,855.5,Retired
SAT-0014099,MSN-0014990,ES-SAT-014099,ESA,Arianespace,Scientific Research,1979-12-11,1979,4,LEO,1574.0,Operational
SAT-0014100,MSN-0014991,IN-SAT-014100,India,ISRO,Communications,2016-12-06,2016,4,GEO,1826.7,Retired
SAT-0014101,MSN-0014992,IN-SAT-014101,India,ISRO,Communications,1987-02-02,1987,1,LEO,2953.7,Operational
SAT-0014102,MSN-0014993,IN-SAT-014102,India,ISRO,Communications,2024-06-09,2024,2,Heliocentric,1030.1,Operational
SAT-0014103,MSN-0014994,RU-SAT-014103,Russia,ISS-Reshetnev,Technology Testing,2013-03-23,2013,1,LEO,3528.8,Operational
SAT-0014104,MSN-0014995,IN-SAT-014104,India,ISRO,Communications,2011-09-04,2011,3,GEO,1928.2,Failed
SAT-0014105,MSN-0014996,UK-SAT-014105,UK,UKSA,Earth Observation,2023-02-05,2023,1,LEO,2913.1,Operational
SAT-0014106,MSN-0014997,RU-SAT-014106,Russia,ISS-Reshetnev,Navigation,1993-06-05,1993,2,SSO,1114.8,Operational
SAT-0014107,MSN-0014998,BR-SAT-014107,Brazil,AEB,Scientific Research,2004-07-15,2004,3,SSO,2129.9,Operational
SAT-0014108,MSN-0015000,US-SAT-014108,USA,NASA,Earth Observation,1966-01-25,1966,1,SSO,369.2,Retired
SAT-0014109,MSN-0015000,US-SAT-014109,USA,NASA,Scientific Research,1966-01-25,1966,1,SSO,257.8,Operational
SAT-0014110,MSN-0015000,US-SAT-014110,USA,NASA,Communications,1966-01-25,1966,1,SSO,18.6,Retired
SAT-0014111,MSN-0015001,RU-SAT-014111,Russia,Roscosmos,Communications,1997-11-20,1997,4,LEO,5834.6,Failed
SAT-0014112,MSN-0015002,US-SAT-014112,USA,Rocket Lab,Communications,1988-02-27,1988,1,LEO,1593.9,Retired
SAT-0014113,MSN-0015004,ES-SAT-014113,ESA,Arianespace,Technology Testing,2015-12-03,2015,4,LEO,1493.9,Retired
SAT-0014114,MSN-0015006,US-SAT-014114,USA,NASA,Earth Observation,1989-06-10,1989,2,LEO,2981.6,Operational
SAT-0014115,MSN-0015007,IN-SAT-014115,India,ISRO,Technology Testing,1989-09-16,1989,3,LEO,1605.2,In Testing
SAT-0014116,MSN-0015008,ES-SAT-014116,ESA,Arianespace,Earth Observation,2005-08-04,2005,3,GEO,2792.1,Operational
SAT-0014117,MSN-0015009,IN-SAT-014117,India,ISRO,Navigation,2008-08-14,2008,3,GTO,589.2,Retired
SAT-0014118,MSN-0015011,ES-SAT-014118,ESA,ESA,Communications,2015-10-11,2015,4,GEO,828.5,Retired
SAT-0014119,MSN-0015012,US-SAT-014119,USA,Boeing,Communications,2021-05-20,2021,2,GEO,2226.2,Operational
SAT-0014120,MSN-0015013,OT-SAT-014120,Other,Unknown Agency,Communications,2003-12-05,2003,4,LEO,21966.9,Operational
SAT-0014121,MSN-0015014,US-SAT-014121,USA,ULA,Communications,1991-06-17,1991,2,GEO,718.5,Retired
SAT-0014122,MSN-0015015,BR-SAT-014122,Brazil,AEB,Military,2005-04-18,2005,2,LEO,3425.5,Retired
SAT-0014123,MSN-0015016,GE-SAT-014123,Germany,DLR,Communications,1991-12-06,1991,4,LEO,1510.4,Partially Operational
SAT-0014124,MSN-0015017,CH-SAT-014124,China,GALACTIC ENERGY,Earth Observation,1985-05-28,1985,2,LEO,3206.8,Retired
SAT-0014125,MSN-0015018,UA-SAT-014125,UAE,UAESA,Earth Observation,2005-10-09,2005,4,LEO,1988.4,Operational
SAT-0014126,MSN-0015020,JA-SAT-014126,Japan,MHI,Technology Testing,2001-12-25,2001,4,GEO,1998.3,Operational
SAT-0014127,MSN-0015021,US-SAT-014127,USA,SpaceX,Weather Monitoring,1987-03-12,1987,1,LEO,7086.4,Operational
SAT-0014128,MSN-0015022,CH-SAT-014128,China,CASC,Space Exploration,2013-04-06,2013,2,SSO,2272.2,Retired
SAT-0014129,MSN-0015023,JA-SAT-014129,Japan,MHI,Communications,2024-08-19,2024,3,GEO,5772.2,Retired
SAT-0014130,MSN-0015024,IN-SAT-014130,India,ISRO,Navigation,2006-10-09,2006,4,HEO,907.0,Retired
SAT-0014131,MSN-0015025,RU-SAT-014131,Russia,Roscosmos,Communications,1966-08-20,1966,3,LEO,5967.4,Operational
SAT-0014132,MSN-0015026,IN-SAT-014132,India,ISRO,Scientific Research,2015-01-09,2015,1,SSO,7850.3,Operational
SAT-0014133,MSN-0015027,RU-SAT-014133,Russia,Roscosmos,Earth Observation,2003-12-28,2003,4,LEO,4973.9,Failed
SAT-0014134,MSN-0015028,CH-SAT-014134,China,CASC,Earth Observation,2022-02-16,2022,1,Heliocentric,1150.7,Retired
SAT-0014135,MSN-0015029,RU-SAT-014135,Russia,ISS-Reshetnev,Scientific Research,1977-06-26,1977,2,GEO,2436.2,Retired
SAT-0014136,MSN-0015030,US-SAT-014136,USA,ULA,Earth Observation,2024-05-16,2024,2,LEO,2810.7,Operational
SAT-0014137,MSN-0015031,RU-SAT-014137,Russia,ISS-Reshetnev,Communications,2020-04-17,2020,2,LEO,1558.0,Operational
SAT-0014138,MSN-0015033,FR-SAT-014138,France,Arianespace,Communications,2021-06-22,2021,2,SSO,2011.7,Operational
SAT-0014139,MSN-0015034,US-SAT-014139,USA,ULA,Navigation,1983-01-10,1983,1,LEO,4003.7,Operational
SAT-0014140,MSN-0015035,US-SAT-014140,USA,Boeing,Scientific Research,2021-07-14,2021,3,LEO,1401.4,Failed
SAT-0014141,MSN-0015036,US-SAT-014141,USA,Rocket Lab,Communications,1980-02-23,1980,1,GEO,2204.3,Operational
SAT-0014142,MSN-0015038,IT-SAT-014142,Italy,ASI,Communications,2005-04-02,2005,2,LEO,483.6,Operational
SAT-0014143,MSN-0015039,GE-SAT-014143,Germany,DLR,Communications,1969-09-20,1969,3,GEO,2115.9,Failed
SAT-0014144,MSN-0015041,US-SAT-014144,USA,Boeing,Military,1997-05-26,1997,2,LEO,4326.4,Retired
SAT-0014145,MSN-0015042,RU-SAT-014145,Russia,Roscosmos,Scientific Research,2018-02-07,2018,1,LEO,2012.2,Operational
SAT-0014146,MSN-0015043,ES-SAT-014146,ESA,ESA,Navigation,1991-01-25,1991,1,GEO,1522.9,Failed
SAT-0014147,MSN-0015044,CH-SAT-014147,China,CNSA,Weather Monitoring,2004-05-26,2004,2,MEO,4528.6,Retired
SAT-0014148,MSN-0015045,US-SAT-014148,USA,Boeing,Technology Testing,1988-12-03,1988,4,LEO,4480.8,Operational
SAT-0014149,MSN-0015046,IS-SAT-014149,Israel,ISA,Technology Testing,2018-02-21,2018,1,LEO,1660.8,Operational
SAT-0014150,MSN-0015047,RU-SAT-014150,Russia,ISS-Reshetnev,Communications,1995-11-03,1995,4,LEO,2363.4,Retired
SAT-0014151,MSN-0015048,CH-SAT-014151,China,CASIC,Communications,1998-02-18,1998,1,Heliocentric,1688.2,Operational
SAT-0014152,MSN-0015050,BR-SAT-014152,Brazil,AEB,Earth Observation,2009-08-14,2009,3,GTO,1418.9,Operational
SAT-0014153,MSN-0015050,BR-SAT-014153,Brazil,AEB,Earth Observation,2009-08-14,2009,3,GTO,1168.7,Operational
SAT-0014154,MSN-0015050,BR-SAT-014154,Brazil,AEB,Scientific Research,2009-08-14,2009,3,GTO,1431.1,Operational
SAT-0014155,MSN-0015050,BR-SAT-014155,Brazil,AEB,Communications,2009-08-14,2009,3,GTO,608.4,Partially Operational
SAT-0014156,MSN-0015050,BR-SAT-014156,Brazil,AEB,Navigation,2009-08-14,2009,3,GTO,840.1,Retired
SAT-0014157,MSN-0015051,US-SAT-014157,USA,Boeing,Weather Monitoring,2021-10-02,2021,4,LEO,2786.8,Partially Operational
