research_id,mission_id,country,experiment_type,research_domain,duration_days,data_generated_gb,personnel_required,equipment_count,resource_cost_musd,success,year
RSH-0029558,MSN-0063716,USA,Orbital Crystallography,Space Botany,167,674.7,37,15,41.71,False,2002
RSH-0029559,MSN-0065162,USA,Gravitational Wave Detection,Materials Science,606,258.7,10,7,37.69,True,2002
RSH-0029560,MSN-0095305,Other,Gravitational Wave Detection,Materials Science,307,3344.4,12,5,48.36,True,1973
RSH-0029561,MSN-0027639,Russia,Fluid Dynamics,Atmospheric Physics,172,840.7,23,8,15.57,True,1996
RSH-0029562,MSN-0081257,Russia,Lidar Surface Mapping,Space Botany,78,4340.9,12,3,13.66,True,2008
RSH-0029563,MSN-0032490,India,Lidar Surface Mapping,Astrophysics,119,263.1,34,15,7.94,True,1974
RSH-0029564,MSN-0024625,Russia,Lidar Surface Mapping,Solar Dynamics,69,1427.3,12,13,17.14,False,2021
RSH-0029565,MSN-0024005,Canada,Gravitational Wave Detection,Exoplanetology,625,960.7,37,6,40.93,False,2021
RSH-0029566,MSN-0025166,Russia,Plasma Physics,Microgravity Biology,265,1330.7,35,1,17.23,True,1999
RSH-0029567,MSN-0070074,USA,Fluid Dynamics,Astrophysics,117,371.8,17,1,32.88,True,1990
RSH-0029568,MSN-0047393,Israel,Lidar Surface Mapping,Quantum Communications,160,796.4,8,15,24.75,True,2010
RSH-0029569,MSN-0078222,Japan,Autonomous Navigation,Microgravity Biology,102,200.4,4,3,6.55,True,2006
RSH-0029570,MSN-0007825,USA,Plasma Physics,Exoplanetology,622,711.3,25,8,4.91,False,2019
RSH-0029571,MSN-0058900,Brazil,Autonomous Navigation,Materials Science,209,292.3,30,8,34.09,True,2001
RSH-0029572,MSN-0093481,USA,Plasma Physics,Space Botany,611,1731.2,35,11,45.07,True,1985
RSH-0029573,MSN-0073218,USA,Orbital Crystallography,Quantum Communications,614,1108.0,41,11,25.95,True,2016
RSH-0029574,MSN-0045134,USA,Autonomous Navigation,Relativistic Physics,176,264.6,18,4,34.17,False,1994
RSH-0029575,MSN-0079116,Russia,Autonomous Navigation,Planetary Geology,547,302.1,22,4,34.98,True,1990
RSH-0029576,MSN-0082599,Italy,Thermal Imaging,Planetary Geology,130,4082.1,43,10,42.51,True,2020
RSH-0029577,MSN-0032705,USA,Plasma Physics,Materials Science,110,3178.6,24,7,44.09,True,1986
RSH-0029578,MSN-0031895,Italy,Gravitational Wave Detection,Quantum Communications,94,429.0,13,5,17.27,True,2005
RSH-0029579,MSN-0025344,Italy,Cosmic Dust Analysis,Astrophysics,101,2151.9,23,14,5.73,True,2010
RSH-0029580,MSN-0077135,Canada,Gravitational Wave Detection,Planetary Geology,301,4104.7,15,11,39.08,True,2014
RSH-0029581,MSN-0030074,Russia,Radiation Profiling,Relativistic Physics,650,546.0,5,14,10.15,True,2000
RSH-0029582,MSN-0096825,China,Cosmic Dust Analysis,Quantum Communications,41,770.8,35,3,4.82,True,2024
RSH-0029583,MSN-0081437,Russia,Lidar Surface Mapping,Microgravity Biology,326,359.2,11,7,11.24,False,1979
RSH-0029584,MSN-0081897,USA,Spectroscopic Survey,Atmospheric Physics,590,462.4,26,12,0.93,True,2018
RSH-0029585,MSN-0054151,USA,Lidar Surface Mapping,Microgravity Biology,70,486.1,13,1,37.84,True,2006
RSH-0029586,MSN-0075516,Russia,Orbital Crystallography,Space Botany,615,1375.6,21,4,38.3,True,1994
RSH-0029587,MSN-0011997,USA,Autonomous Navigation,Relativistic Physics,628,1087.3,9,5,21.04,True,2006
RSH-0029588,MSN-0028970,Russia,Lidar Surface Mapping,Astrophysics,55,1594.6,32,12,25.32,True,2024
RSH-0029589,MSN-0091271,China,Spectroscopic Survey,Astrophysics,174,3587.8,8,6,6.3,True,2021
RSH-0029590,MSN-0067016,China,Thermal Imaging,Relativistic Physics,517,588.1,23,12,36.41,True,2024
RSH-0029591,MSN-0041569,ESA,Autonomous Navigation,Planetary Geology,162,355.6,35,10,29.47,True,1961
RSH-0029592,MSN-0037943,USA,Fluid Dynamics,Solar Dynamics,149,2399.0,29,10,40.33,True,1982
RSH-0029593,MSN-0080665,Other,Cosmic Dust Analysis,Space Botany,122,1474.7,22,7,34.91,True,1998
RSH-0029594,MSN-0032031,USA,Gravitational Wave Detection,Quantum Communications,151,1894.6,22,4,41.72,True,1966
RSH-0029595,MSN-0067382,UK,Radiation Profiling,Microgravity Biology,401,762.7,13,4,31.44,False,1990
RSH-0029596,MSN-0054190,UAE,Plasma Physics,Planetary Geology,303,1290.6,36,2,39.89,True,2024
RSH-0029597,MSN-0024666,USA,Autonomous Navigation,Solar Dynamics,147,1399.4,21,9,9.85,False,1980
RSH-0029598,MSN-0021639,ESA,Autonomous Navigation,Quantum Communications,573,190.2,30,5,35.02,True,2018
RSH-0029599,MSN-0088786,Russia,Autonomous Navigation,Planetary Geology,255,480.0,24,1,13.76,True,2008
RSH-0029600,MSN-0058798,France,Orbital Crystallography,Relativistic Physics,174,688.5,2,12,22.46,True,2020
RSH-0029601,MSN-0080999,USA,Radiation Profiling,Relativistic Physics,204,3425.3,17,13,45.36,True,2003
RSH-0029602,MSN-0090122,USA,Radiation Profiling,Space Botany,286,907.1,40,9,7.63,True,2001
RSH-0029603,MSN-0045838,China,Thermal Imaging,Exoplanetology,65,1691.3,7,1,25.51,False,2023
RSH-0029604,MSN-0094298,USA,Cosmic Dust Analysis,Relativistic Physics,490,297.5,34,15,7.18,True,2008
RSH-0029605,MSN-0099017,USA,Radiation Profiling,Planetary Geology,30,3410.0,33,11,38.4,True,2019
RSH-0029606,MSN-0066321,China,Gravitational Wave Detection,Quantum Communications,391,8089.6,27,3,26.88,True,2003
RSH-0029607,MSN-0091789,Russia,Lidar Surface Mapping,Planetary Geology,80,366.7,10,3,3.35,True,2013
RSH-0029608,MSN-0012395,USA,Spectroscopic Survey,Exoplanetology,114,1630.4,29,1,20.41,True,2015
RSH-0029609,MSN-0066084,Russia,Lidar Surface Mapping,Astrophysics,628,1907.3,13,5,2.28,False,2006
RSH-0029610,MSN-0039303,USA,Fluid Dynamics,Planetary Geology,493,604.2,17,10,27.55,True,2022
RSH-0029611,MSN-0062830,Germany,Radiation Profiling,Exoplanetology,320,1099.8,11,8,35.33,True,2019
RSH-0029612,MSN-0024082,Russia,Lidar Surface Mapping,Solar Dynamics,128,1849.1,41,15,32.68,True,2001
RSH-0029613,MSN-0033634,USA,Plasma Physics,Relativistic Physics,711,722.4,40,15,48.09,True,2006
RSH-0029614,MSN-0011767,Germany,Fluid Dynamics,Atmospheric Physics,600,1039.0,8,12,33.82,False,1999
RSH-0029615,MSN-0016584,USA,Plasma Physics,Atmospheric Physics,340,932.7,24,5,42.51,True,2004
RSH-0029616,MSN-0038107,Japan,Cosmic Dust Analysis,Space Botany,464,2275.9,3,11,18.89,True,2011
RSH-0029617,MSN-0036192,USA,Orbital Crystallography,Planetary Geology,104,254.4,17,3,7.55,False,2023
RSH-0029618,MSN-0045978,Russia,Plasma Physics,Atmospheric Physics,473,646.3,38,9,9.71,True,1968
RSH-0029619,MSN-0064545,Russia,Lidar Surface Mapping,Planetary Geology,129,218.5,23,14,10.22,True,2017
RSH-0029620,MSN-0032296,ESA,Fluid Dynamics,Space Botany,242,604.7,31,3,8.35,True,1960
RSH-0029621,MSN-0059458,China,Plasma Physics,Microgravity Biology,421,4143.6,40,3,41.04,True,2005
RSH-0029622,MSN-0024304,USA,Cosmic Dust Analysis,Microgravity Biology,528,2394.9,7,7,5.95,True,1997
RSH-0029623,MSN-0064006,Russia,Thermal Imaging,Astrophysics,204,1123.8,8,7,31.9,False,2014
RSH-0029624,MSN-0053960,Russia,Radiation Profiling,Solar Dynamics,717,1431.8,39,4,14.54,True,2019
RSH-0029625,MSN-0066328,Other,Autonomous Navigation,Planetary Geology,553,1529.2,36,11,21.57,True,2022
RSH-0029626,MSN-0084612,Japan,Cosmic Dust Analysis,Planetary Geology,363,1105.0,33,9,24.23,False,1993
RSH-0029627,MSN-0008318,China,Autonomous Navigation,Microgravity Biology,511,948.2,7,15,33.19,True,2019
RSH-0029628,MSN-0044495,USA,Spectroscopic Survey,Materials Science,428,460.9,5,3,7.89,True,1996
RSH-0029629,MSN-0075492,China,Fluid Dynamics,Microgravity Biology,162,1382.9,17,7,27.56,True,2017
RSH-0029630,MSN-0087368,South Korea,Radiation Profiling,Astrophysics,420,1783.2,5,6,41.6,True,2000
RSH-0029631,MSN-0094005,China,Spectroscopic Survey,Solar Dynamics,670,261.4,30,12,10.65,True,2013
RSH-0029632,MSN-0011232,Russia,Plasma Physics,Planetary Geology,610,2383.9,42,10,18.27,True,1968
RSH-0029633,MSN-0007817,USA,Orbital Crystallography,Exoplanetology,267,985.4,20,10,2.47,True,1998
RSH-0029634,MSN-0081320,USA,Radiation Profiling,Relativistic Physics,699,1291.0,21,3,17.24,True,2013
RSH-0029635,MSN-0058968,Russia,Gravitational Wave Detection,Materials Science,259,1345.1,38,12,37.15,True,1995
RSH-0029636,MSN-0088726,Russia,Lidar Surface Mapping,Relativistic Physics,581,344.1,41,3,39.01,True,2000
RSH-0029637,MSN-0016798,Russia,Lidar Surface Mapping,Exoplanetology,132,1663.2,13,4,19.27,True,1994
RSH-0029638,MSN-0012325,ESA,Orbital Crystallography,Solar Dynamics,704,216.5,39,8,17.69,True,1988
RSH-0029639,MSN-0030998,Russia,Thermal Imaging,Planetary Geology,349,4976.7,29,2,19.27,False,2022
RSH-0029640,MSN-0031514,Brazil,Fluid Dynamics,Microgravity Biology,562,552.8,39,1,47.9,False,2014
RSH-0029641,MSN-0027017,ESA,Plasma Physics,Relativistic Physics,252,810.2,38,11,28.66,True,1978
RSH-0029642,MSN-0068453,Russia,Thermal Imaging,Quantum Communications,637,1018.6,40,9,45.3,True,2003
RSH-0029643,MSN-0000001,Other,Thermal Imaging,Materials Science,268,887.5,6,6,14.06,True,2020
RSH-0029644,MSN-0058932,China,Fluid Dynamics,Solar Dynamics,444,665.7,27,4,36.7,True,2014
RSH-0029645,MSN-0038356,Germany,Thermal Imaging,Space Botany,42,3616.8,8,15,18.68,True,2012
RSH-0029646,MSN-0093732,Russia,Autonomous Navigation,Atmospheric Physics,47,239.1,42,14,24.03,True,2020
RSH-0029647,MSN-0096781,USA,Orbital Crystallography,Materials Science,711,827.6,25,12,27.89,True,2008
RSH-0029648,MSN-0015483,USA,Plasma Physics,Space Botany,305,1682.9,5,9,23.43,False,1990
RSH-0029649,MSN-0073266,USA,Cosmic Dust Analysis,Relativistic Physics,444,2035.2,33,11,2.11,True,1989
RSH-0029650,MSN-0028771,Russia,Autonomous Navigation,Solar Dynamics,580,1619.1,37,9,20.55,True,2001
RSH-0029651,MSN-0070223,China,Autonomous Navigation,Space Botany,162,983.1,43,12,26.61,True,2004
RSH-0029652,MSN-0070724,China,Plasma Physics,Planetary Geology,154,973.2,22,2,46.73,False,2016
RSH-0029653,MSN-0049183,India,Gravitational Wave Detection,Atmospheric Physics,280,1152.4,42,12,47.02,True,2009
RSH-0029654,MSN-0038244,France,Gravitational Wave Detection,Solar Dynamics,152,5522.1,10,12,33.04,True,2006
RSH-0029655,MSN-0050631,China,Radiation Profiling,Materials Science,17,3176.6,40,10,26.02,False,1981
RSH-0029656,MSN-0013521,USA,Fluid Dynamics,Quantum Communications,301,1020.8,27,3,34.99,True,1996
RSH-0029657,MSN-0021768,China,Cosmic Dust Analysis,Planetary Geology,587,2004.1,34,7,26.02,True,2002
RSH-0029658,MSN-0023213,USA,Plasma Physics,Planetary Geology,605,340.3,44,4,9.7,False,2006
RSH-0029659,MSN-0004855,USA,Fluid Dynamics,Atmospheric Physics,299,656.7,19,11,26.14,False,2016
RSH-0029660,MSN-0006599,China,Radiation Profiling,Solar Dynamics,26,2700.3,29,5,4.44,True,2023
RSH-0029661,MSN-0081091,USA,Thermal Imaging,Exoplanetology,314,1042.5,20,1,30.18,True,2023
RSH-0029662,MSN-0047014,India,Autonomous Navigation,Atmospheric Physics,82,975.3,5,8,33.63,True,2023
RSH-0029663,MSN-0070082,USA,Lidar Surface Mapping,Solar Dynamics,128,1034.8,15,15,32.35,True,2008
RSH-0029664,MSN-0062516,USA,Radiation Profiling,Exoplanetology,329,643.0,23,7,9.69,False,2004
RSH-0029665,MSN-0048772,France,Autonomous Navigation,Relativistic Physics,683,1683.3,35,2,29.26,True,2018
RSH-0029666,MSN-0033654,USA,Cosmic Dust Analysis,Space Botany,252,372.6,23,12,14.43,True,1987
RSH-0029667,MSN-0091229,USA,Orbital Crystallography,Space Botany,457,4560.5,27,4,21.71,True,1980
RSH-0029668,MSN-0087725,India,Spectroscopic Survey,Exoplanetology,287,3617.3,26,12,16.53,True,2015
RSH-0029669,MSN-0057030,Russia,Thermal Imaging,Materials Science,638,883.7,44,14,15.29,True,1976
RSH-0029670,MSN-0058321,South Korea,Autonomous Navigation,Exoplanetology,185,487.2,13,5,42.41,False,1996
RSH-0029671,MSN-0041807,ESA,Plasma Physics,Relativistic Physics,163,3081.9,16,13,31.82,True,2002
RSH-0029672,MSN-0099305,Russia,Fluid Dynamics,Microgravity Biology,603,2184.1,23,10,19.21,True,1980
RSH-0029673,MSN-0045715,USA,Cosmic Dust Analysis,Planetary Geology,40,3068.0,27,2,20.3,True,1973
RSH-0029674,MSN-0068073,Canada,Fluid Dynamics,Relativistic Physics,567,1769.0,31,13,33.84,True,1999
RSH-0029675,MSN-0061037,India,Autonomous Navigation,Microgravity Biology,225,4358.0,29,1,9.31,True,2002
RSH-0029676,MSN-0017834,USA,Fluid Dynamics,Solar Dynamics,38,3729.0,26,3,23.3,True,2012
RSH-0029677,MSN-0082089,Germany,Cosmic Dust Analysis,Materials Science,576,397.6,22,7,47.5,True,1962
RSH-0029678,MSN-0045439,USA,Cosmic Dust Analysis,Solar Dynamics,284,1076.6,8,12,1.23,True,2017
RSH-0029679,MSN-0077768,Japan,Spectroscopic Survey,Materials Science,277,857.9,37,9,10.22,False,1976
RSH-0029680,MSN-0016111,Russia,Cosmic Dust Analysis,Materials Science,180,1208.0,25,15,19.35,True,2016
RSH-0029681,MSN-0009574,ESA,Gravitational Wave Detection,Astrophysics,376,1500.5,18,12,1.23,True,2014
RSH-0029682,MSN-0049346,Russia,Radiation Profiling,Quantum Communications,70,1279.5,32,3,41.22,True,2010
RSH-0029683,MSN-0048305,Japan,Thermal Imaging,Solar Dynamics,652,677.5,20,12,14.42,True,1990
RSH-0029684,MSN-0098301,UAE,Fluid Dynamics,Solar Dynamics,259,560.8,29,5,14.64,True,2005
RSH-0029685,MSN-0092993,India,Autonomous Navigation,Planetary Geology,419,2226.8,11,8,37.56,True,2021
RSH-0029686,MSN-0019944,China,Thermal Imaging,Materials Science,572,154.8,20,9,7.32,True,2012
RSH-0029687,MSN-0039026,USA,Lidar Surface Mapping,Planetary Geology,426,7207.6,8,10,9.37,True,2003
RSH-0029688,MSN-0092590,USA,Cosmic Dust Analysis,Atmospheric Physics,369,1875.6,21,14,40.13,True,2021
RSH-0029689,MSN-0000662,USA,Cosmic Dust Analysis,Planetary Geology,703,926.6,16,4,16.16,True,2001
RSH-0029690,MSN-0095502,China,Lidar Surface Mapping,Relativistic Physics,31,3296.0,24,6,35.35,True,2024
RSH-0029691,MSN-0005069,USA,Fluid Dynamics,Atmospheric Physics,115,355.7,11,13,10.69,False,1974
RSH-0029692,MSN-0033065,Russia,Cosmic Dust Analysis,Atmospheric Physics,29,667.7,11,4,47.7,True,2002
RSH-0029693,MSN-0085178,China,Spectroscopic Survey,Planetary Geology,396,629.2,44,15,19.93,False,2004
RSH-0029694,MSN-0056949,Israel,Orbital Crystallography,Planetary Geology,235,2377.6,26,3,29.05,True,2011
RSH-0029695,MSN-0026968,ESA,Gravitational Wave Detection,Astrophysics,360,1408.9,39,6,46.09,True,2008
RSH-0029696,MSN-0000663,France,Thermal Imaging,Planetary Geology,301,652.6,37,1,11.58,True,1993
RSH-0029697,MSN-0039121,Israel,Gravitational Wave Detection,Solar Dynamics,267,1563.6,25,1,45.15,True,1995
RSH-0029698,MSN-0072973,ESA,Orbital Crystallography,Planetary Geology,495,2389.0,9,10,5.71,True,1962
RSH-0029699,MSN-0068197,USA,Plasma Physics,Materials Science,455,201.5,13,13,11.13,True,2002
RSH-0029700,MSN-0065333,Russia,Autonomous Navigation,Exoplanetology,430,809.0,11,7,24.48,True,2018
RSH-0029701,MSN-0056975,Japan,Gravitational Wave Detection,Planetary Geology,206,2157.9,5,15,34.74,True,2009
RSH-0029702,MSN-0014564,USA,Spectroscopic Survey,Planetary Geology,75,1804.7,9,14,38.13,True,2023
RSH-0029703,MSN-0074639,South Korea,Fluid Dynamics,Relativistic Physics,229,461.3,29,15,20.53,True,2005
RSH-0029704,MSN-0015929,USA,Lidar Surface Mapping,Relativistic Physics,310,7336.5,20,4,15.03,True,2017
RSH-0029705,MSN-0038618,USA,Lidar Surface Mapping,Atmospheric Physics,489,622.1,2,12,15.45,True,2023
RSH-0029706,MSN-0077193,UK,Thermal Imaging,Microgravity Biology,44,621.3,15,11,47.57,True,1980
RSH-0029707,MSN-0049133,Italy,Orbital Crystallography,Astrophysics,362,813.1,37,9,3.28,False,2014
RSH-0029708,MSN-0071924,USA,Orbital Crystallography,Microgravity Biology,557,2512.8,43,3,24.16,True,1999
RSH-0029709,MSN-0038870,China,Lidar Surface Mapping,Microgravity Biology,165,2867.8,9,4,21.28,True,2022
RSH-0029710,MSN-0057281,ESA,Lidar Surface Mapping,Materials Science,405,2356.2,16,12,21.18,False,1969
RSH-0029711,MSN-0078322,USA,Orbital Crystallography,Microgravity Biology,33,783.8,14,7,6.79,True,1998
RSH-0029712,MSN-0093535,China,Thermal Imaging,Exoplanetology,55,946.3,44,4,5.49,True,1964
RSH-0029713,MSN-0073387,USA,Autonomous Navigation,Solar Dynamics,408,731.2,18,2,32.56,True,2023
RSH-0029714,MSN-0096860,Japan,Lidar Surface Mapping,Relativistic Physics,116,562.8,43,11,31.11,True,1992
RSH-0029715,MSN-0061309,China,Radiation Profiling,Materials Science,400,1885.5,8,8,32.56,True,2000
RSH-0029716,MSN-0093242,ESA,Fluid Dynamics,Planetary Geology,429,580.0,31,15,26.05,False,1991
RSH-0029717,MSN-0037847,Japan,Gravitational Wave Detection,Astrophysics,563,365.6,4,6,47.04,True,2006
RSH-0029718,MSN-0072213,Russia,Lidar Surface Mapping,Quantum Communications,626,5147.4,16,12,40.9,True,2015
RSH-0029719,MSN-0027676,ESA,Thermal Imaging,Microgravity Biology,444,291.3,39,14,19.41,False,2004
RSH-0029720,MSN-0095779,ESA,Fluid Dynamics,Astrophysics,37,1076.6,7,2,43.1,False,2020
RSH-0029721,MSN-0053775,Russia,Lidar Surface Mapping,Atmospheric Physics,425,1405.6,16,6,21.34,False,1981
RSH-0029722,MSN-0034820,India,Gravitational Wave Detection,Astrophysics,357,947.2,18,15,31.88,True,2018
RSH-0029723,MSN-0056820,China,Lidar Surface Mapping,Quantum Communications,457,627.0,43,4,22.11,True,1991
RSH-0029724,MSN-0018118,USA,Cosmic Dust Analysis,Exoplanetology,454,255.1,14,6,27.67,True,1980
RSH-0029725,MSN-0018664,USA,Cosmic Dust Analysis,Solar Dynamics,245,4502.0,18,13,14.53,False,1959
RSH-0029726,MSN-0046934,Russia,Gravitational Wave Detection,Astrophysics,350,1153.8,17,13,20.18,True,2016
RSH-0029727,MSN-0006197,Russia,Radiation Profiling,Space Botany,199,193.2,29,5,46.48,False,2005
RSH-0029728,MSN-0067945,France,Radiation Profiling,Exoplanetology,544,563.9,34,14,45.99,False,2011
RSH-0029729,MSN-0069675,USA,Fluid Dynamics,Planetary Geology,351,557.5,43,3,43.11,True,2007
RSH-0029730,MSN-0057154,USA,Radiation Profiling,Atmospheric Physics,357,1017.4,31,5,20.64,True,2003
RSH-0029731,MSN-0001899,USA,Spectroscopic Survey,Planetary Geology,254,283.2,32,13,42.17,True,1998
RSH-0029732,MSN-0029219,USA,Thermal Imaging,Astrophysics,289,1792.2,37,2,25.31,True,2008
RSH-0029733,MSN-0038806,USA,Fluid Dynamics,Planetary Geology,340,193.1,32,15,31.2,True,2002
RSH-0029734,MSN-0081223,USA,Autonomous Navigation,Exoplanetology,589,1150.4,6,4,46.46,True,2004
RSH-0029735,MSN-0033399,UK,Autonomous Navigation,Solar Dynamics,631,285.0,36,4,6.4,False,1986
RSH-0029736,MSN-0040580,USA,Radiation Profiling,Microgravity Biology,572,1838.9,19,4,14.64,True,1977
RSH-0029737,MSN-0037381,Germany,Thermal Imaging,Solar Dynamics,471,845.9,32,1,47.25,False,1991
RSH-0029738,MSN-0068596,ESA,Thermal Imaging,Relativistic Physics,317,607.6,30,5,26.74,False,2024
RSH-0029739,MSN-0007937,ESA,Radiation Profiling,Planetary Geology,159,2288.2,27,1,35.44,False,2021
RSH-0029740,MSN-0057630,South Korea,Spectroscopic Survey,Atmospheric Physics,452,652.7,4,14,5.58,True,1976
RSH-0029741,MSN-0021645,South Korea,Fluid Dynamics,Solar Dynamics,270,2882.3,13,3,7.88,False,2010
RSH-0029742,MSN-0023808,USA,Radiation Profiling,Solar Dynamics,240,927.5,30,12,6.57,True,2011
RSH-0029743,MSN-0046371,China,Cosmic Dust Analysis,Astrophysics,251,1167.0,21,12,14.5,True,2008
RSH-0029744,MSN-0018930,Russia,Autonomous Navigation,Quantum Communications,575,1831.3,43,15,14.75,False,2011
RSH-0029745,MSN-0041110,Russia,Autonomous Navigation,Solar Dynamics,33,288.6,21,3,21.73,True,2011
RSH-0029746,MSN-0001412,Russia,Plasma Physics,Planetary Geology,111,286.0,9,11,13.18,True,2013
RSH-0029747,MSN-0080738,France,Autonomous Navigation,Materials Science,498,1132.6,10,13,8.85,True,2013
RSH-0029748,MSN-0070186,USA,Radiation Profiling,Planetary Geology,177,912.7,11,5,2.94,True,2009
RSH-0029749,MSN-0031870,Japan,Radiation Profiling,Planetary Geology,377,1099.3,12,2,42.17,True,1973
RSH-0029750,MSN-0085138,China,Radiation Profiling,Solar Dynamics,153,892.6,13,9,40.58,True,1983
RSH-0029751,MSN-0003126,France,Lidar Surface Mapping,Microgravity Biology,508,1674.7,20,5,44.67,True,2018
RSH-0029752,MSN-0001122,USA,Plasma Physics,Materials Science,198,313.4,33,13,9.17,True,1994
RSH-0029753,MSN-0007644,China,Orbital Crystallography,Materials Science,541,208.9,10,7,21.58,True,1995
RSH-0029754,MSN-0006367,ESA,Lidar Surface Mapping,Astrophysics,17,1170.2,15,5,1.18,True,2015
RSH-0029755,MSN-0013702,USA,Autonomous Navigation,Quantum Communications,204,1147.9,14,3,17.74,True,1986
RSH-0029756,MSN-0002027,ESA,Plasma Physics,Solar Dynamics,366,162.9,7,10,27.14,False,1999
RSH-0029757,MSN-0017815,China,Spectroscopic Survey,Materials Science,23,198.4,22,13,44.3,True,1999
RSH-0029758,MSN-0079516,UAE,Autonomous Navigation,Solar Dynamics,544,199.8,25,4,28.29,True,1979
RSH-0029759,MSN-0098030,USA,Cosmic Dust Analysis,Astrophysics,533,2460.3,17,6,30.74,True,1987
RSH-0029760,MSN-0007164,USA,Thermal Imaging,Relativistic Physics,298,712.9,12,13,33.31,False,1995
RSH-0029761,MSN-0004946,ESA,Cosmic Dust Analysis,Exoplanetology,379,1077.1,31,3,20.88,True,1992
RSH-0029762,MSN-0058939,India,Autonomous Navigation,Planetary Geology,670,516.1,38,11,25.01,True,1996
RSH-0029763,MSN-0099801,Russia,Orbital Crystallography,Materials Science,383,2370.6,15,9,1.4,True,2024
RSH-0029764,MSN-0079959,Italy,Spectroscopic Survey,Exoplanetology,582,919.9,9,11,17.77,False,1970
RSH-0029765,MSN-0020132,USA,Orbital Crystallography,Solar Dynamics,607,421.8,8,1,41.66,True,2002
RSH-0029766,MSN-0078316,UK,Autonomous Navigation,Atmospheric Physics,254,1390.5,16,13,41.11,True,2012
RSH-0029767,MSN-0002645,China,Cosmic Dust Analysis,Solar Dynamics,304,1902.9,40,2,17.88,True,1980
RSH-0029768,MSN-0038350,Russia,Fluid Dynamics,Planetary Geology,178,376.7,42,1,10.45,True,2016
RSH-0029769,MSN-0026395,China,Fluid Dynamics,Relativistic Physics,596,3174.0,36,8,21.56,False,2016
RSH-0029770,MSN-0071507,ESA,Fluid Dynamics,Atmospheric Physics,518,1849.1,16,13,6.67,False,2008
RSH-0029771,MSN-0012624,USA,Orbital Crystallography,Microgravity Biology,291,1537.5,13,7,26.14,False,1972
RSH-0029772,MSN-0096394,Brazil,Orbital Crystallography,Microgravity Biology,502,1338.7,2,11,43.77,True,1976
RSH-0029773,MSN-0030096,Russia,Radiation Profiling,Atmospheric Physics,327,304.0,27,9,11.86,True,1997
RSH-0029774,MSN-0050502,USA,Plasma Physics,Planetary Geology,137,3056.5,32,15,14.87,True,2007
RSH-0029775,MSN-0063949,India,Fluid Dynamics,Planetary Geology,372,372.0,9,9,15.0,True,2000
RSH-0029776,MSN-0052341,USA,Gravitational Wave Detection,Materials Science,447,1652.5,12,11,32.51,True,1993
RSH-0029777,MSN-0055563,USA,Plasma Physics,Relativistic Physics,422,781.7,23,8,46.54,True,2009
RSH-0029778,MSN-0065228,Russia,Orbital Crystallography,Microgravity Biology,273,300.1,2,7,36.72,True,1988
RSH-0029779,MSN-0070310,India,Lidar Surface Mapping,Solar Dynamics,129,1944.1,14,7,27.63,True,1984
RSH-0029780,MSN-0030661,USA,Fluid Dynamics,Astrophysics,509,643.7,29,4,31.8,True,2016
RSH-0029781,MSN-0003110,China,Orbital Crystallography,Quantum Communications,221,1305.1,6,13,43.77,True,1992
RSH-0029782,MSN-0098690,Russia,Gravitational Wave Detection,Atmospheric Physics,306,485.4,15,11,21.35,True,2017
RSH-0029783,MSN-0023393,Russia,Orbital Crystallography,Astrophysics,16,1122.3,8,15,17.62,True,2000
RSH-0029784,MSN-0027306,India,Autonomous Navigation,Astrophysics,458,476.0,29,13,14.35,True,1992
RSH-0029785,MSN-0039739,USA,Gravitational Wave Detection,Solar Dynamics,227,197.5,37,12,4.1,True,1977
RSH-0029786,MSN-0085353,ESA,Cosmic Dust Analysis,Solar Dynamics,95,440.6,30,14,16.47,True,2003
RSH-0029787,MSN-0092779,Russia,Autonomous Navigation,Exoplanetology,623,1838.4,4,2,19.02,True,2011
RSH-0029788,MSN-0086330,USA,Spectroscopic Survey,Materials Science,296,2949.5,17,3,14.23,True,2024
RSH-0029789,MSN-0071875,Russia,Orbital Crystallography,Planetary Geology,434,929.3,20,3,33.8,False,2005
RSH-0029790,MSN-0097335,Russia,Gravitational Wave Detection,Atmospheric Physics,487,202.9,36,10,44.13,False,2017
RSH-0029791,MSN-0096626,USA,Plasma Physics,Materials Science,705,621.0,44,14,36.12,False,1993
RSH-0029792,MSN-0099733,Other,Thermal Imaging,Astrophysics,364,469.6,8,6,7.57,True,2021
RSH-0029793,MSN-0013798,ESA,Fluid Dynamics,Space Botany,532,1181.0,29,8,42.95,False,2009
RSH-0029794,MSN-0044327,Japan,Radiation Profiling,Astrophysics,645,467.6,31,3,31.3,True,1991
RSH-0029795,MSN-0045201,USA,Spectroscopic Survey,Astrophysics,203,1124.2,6,7,10.03,False,2005
RSH-0029796,MSN-0059596,USA,Gravitational Wave Detection,Planetary Geology,162,595.4,3,6,18.07,True,2004
RSH-0029797,MSN-0056145,China,Cosmic Dust Analysis,Atmospheric Physics,240,956.3,24,8,47.7,True,2004
RSH-0029798,MSN-0099823,Russia,Spectroscopic Survey,Astrophysics,494,1749.9,42,13,12.11,True,1993
RSH-0029799,MSN-0087576,Russia,Cosmic Dust Analysis,Quantum Communications,476,1233.0,2,2,26.13,True,1985
RSH-0029800,MSN-0085426,Germany,Cosmic Dust Analysis,Astrophysics,560,897.6,41,6,6.37,False,2007
