mission_id,mission_name,launch_date,year,quarter,month,country,agency,mission_type,launch_vehicle,orbit,payload_mass_kg,success,cost_million_usd
MSN-0014870,Germany-MIL-1988-14870,1988-09-14,1988,3,9,Germany,DLR,Military Reconnaissance,NURI,LEO,5145.0,True,10.41
MSN-0014871,China-SCI-1990-14871,1990-07-03,1990,3,7,China,GALACTIC ENERGY,Science,Long March 2,LEO,1666.7,False,2.35
MSN-0014872,China-COM-1997-14872,1997-06-20,1997,2,6,China,CNSA,Communications,Falcon 9,SSO,5173.2,False,4.36
MSN-0014873,China-COM-2021-14873,2021-03-11,2021,1,3,China,CASIC,Communications,Long March 3,LEO,4782.5,True,2.75
MSN-0014874,USA-NAV-2013-14874,2013-02-22,2013,1,2,USA,Rocket Lab,Navigation,Atlas V,GEO,3632.0,True,8.83
MSN-0014875,China-SCI-2018-14875,2018-08-15,2018,3,8,China,GALACTIC ENERGY,Science,Proton-M,GEO,1066.6,True,1.4
MSN-0014876,USA-SCI-1985-14876,1985-02-09,1985,1,2,USA,NASA,Science,Falcon Heavy,GEO,1778.2,True,4.24
MSN-0014877,USA-COM-1999-14877,1999-10-23,1999,4,10,USA,Boeing,Communications,Soyuz,GEO,3713.0,True,9.01
MSN-0014878,China-WEA-2004-14878,2004-11-17,2004,4,11,China,GALACTIC ENERGY,Weather,Long March 3,SSO,454.5,True,0.55
MSN-0014879,USA-SPA-2001-14879,2001-09-19,2001,3,9,USA,SpaceX,Space Station,Delta IV,LEO,25801.9,True,46.55
MSN-0014880,China-COM-1983-14880,1983-06-12,1983,2,6,China,CNSA,Communications,Ariane 6,MEO,4424.0,False,3.82
MSN-0014881,UAE-EAR-2003-14881,2003-08-20,2003,3,8,UAE,UAESA,Earth Observation,Angara,LEO,1915.8,False,5.39
MSN-0014882,USA-SPA-1978-14882,1978-02-14,1978,1,2,USA,SpaceX,Space Station,Antares,SSO,12381.5,True,17.87
MSN-0014883,India-SCI-1991-14883,1991-02-18,1991,1,2,India,ISRO,Science,Proton-M,LEO,1636.4,True,4.23
MSN-0014884,Russia-SCI-1993-14884,1993-10-20,1993,4,10,Russia,ISS-Reshetnev,Science,Long March 3,GEO,1478.3,True,0.93
MSN-0014885,ESA-NAV-2006-14885,2006-12-24,2006,4,12,ESA,Arianespace,Navigation,Long March 7,LEO,1992.1,False,3.0
MSN-0014886,Russia-WEA-2021-14886,2021-07-13,2021,3,7,Russia,Roscosmos,Weather,GSLV,GEO,1387.8,True,3.18
MSN-0014887,ESA-EAR-2012-14887,2012-10-05,2012,4,10,ESA,Arianespace,Earth Observation,Angara,LEO,1024.3,True,1.94
MSN-0014888,China-NAV-2015-14888,2015-12-20,2015,4,12,China,CASC,Navigation,Atlas V,LEO,2604.9,True,5.87
MSN-0014889,Germany-COM-1989-14889,1989-08-08,1989,3,8,Germany,DLR,Communications,Ariane 5,LEO,4223.9,False,2.17
MSN-0014890,China-EAR-2009-14890,2009-04-04,2009,2,4,China,CASIC,Earth Observation,Long March 3,SSO,526.8,True,1.21
MSN-0014891,USA-NAV-1985-14891,1985-11-05,1985,4,11,USA,Northrop Grumman,Navigation,Soyuz,GEO,2537.4,True,2.87
MSN-0014892,China-MIL-2024-14892,2024-09-28,2024,3,9,China,CASC,Military Reconnaissance,Falcon 9,GTO,4490.3,True,4.36
MSN-0014893,USA-TEC-1984-14893,1984-03-25,1984,1,3,USA,ULA,Technology Demonstration,Soyuz,HEO,881.0,True,0.64
MSN-0014894,Russia-WEA-2022-14894,2022-08-17,2022,3,8,Russia,Roscosmos,Weather,NURI,GTO,1458.0,True,2.66
MSN-0014895,USA-COM-2002-14895,2002-09-23,2002,3,9,USA,Boeing,Communications,H-IIA,LEO,3704.9,True,9.0
MSN-0014896,USA-NAV-2008-14896,2008-12-17,2008,4,12,USA,Boeing,Navigation,Shavit,LEO,2015.3,True,5.8
MSN-0014897,USA-COM-2012-14897,2012-12-03,2012,4,12,USA,Boeing,Communications,Delta IV,LEO,4228.8,True,8.21
MSN-0014898,China-MIL-2015-14898,2015-06-03,2015,2,6,China,CNSA,Military Reconnaissance,Long March 3,MEO,3427.4,True,1.98
MSN-0014899,Russia-COM-2013-14899,2013-07-18,2013,3,7,Russia,ISS-Reshetnev,Communications,Falcon Heavy,GEO,2472.4,True,3.18
MSN-0014900,ESA-EAR-2013-14900,2013-01-08,2013,1,1,ESA,ESA,Earth Observation,Antares,GEO,50.0,True,0.14
MSN-0014901,China-SCI-2014-14901,2014-07-20,2014,3,7,China,CASIC,Science,PSLV,MEO,1468.2,True,2.33
MSN-0014902,USA-SCI-2009-14902,2009-07-10,2009,3,7,USA,ULA,Science,Electron,GEO,1866.9,True,3.57
MSN-0014903,USA-EAR-1995-14903,1995-04-21,1995,2,4,USA,SpaceX,Earth Observation,Atlas V,LEO,1691.3,True,4.84
MSN-0014904,USA-DEE-2003-14904,2003-06-08,2003,2,6,USA,Northrop Grumman,Deep Space,Proton-M,LEO,859.4,True,2.54
MSN-0014905,USA-NAV-1982-14905,1982-10-21,1982,4,10,USA,Boeing,Navigation,Long March 7,LEO,2782.0,True,5.37
MSN-0014906,USA-SCI-2007-14906,2007-02-08,2007,1,2,USA,Northrop Grumman,Science,Ariane 5,GEO,3786.4,False,5.73
MSN-0014907,Japan-WEA-2004-14907,2004-01-11,2004,1,1,Japan,JAXA,Weather,Long March 7,LEO,1482.6,False,3.56
MSN-0014908,Russia-DEE-2018-14908,2018-08-26,2018,3,8,Russia,ISS-Reshetnev,Deep Space,Falcon Heavy,LEO,1257.8,True,2.45
MSN-0014909,UAE-WEA-2015-14909,2015-10-27,2015,4,10,UAE,UAESA,Weather,Long March 2,Heliocentric,533.4,True,0.46
MSN-0014910,China-EAR-2015-14910,2015-06-03,2015,2,6,China,CNSA,Earth Observation,Vulcan Centaur,LEO,2456.4,True,6.28
MSN-0014911,USA-TEC-2002-14911,2002-05-09,2002,2,5,USA,NASA,Technology Demonstration,Atlas V,LEO,478.8,True,0.42
MSN-0014912,USA-COM-2016-14912,2016-06-28,2016,2,6,USA,SpaceX,Communications,Proton-M,MEO,5749.3,True,10.0
MSN-0014913,China-DEE-2015-14913,2015-03-05,2015,1,3,China,CASC,Deep Space,H3,LEO,3981.8,True,7.38
MSN-0014914,Japan-SCI-2019-14914,2019-10-26,2019,4,10,Japan,MHI,Science,Vulcan Centaur,SSO,1978.1,True,5.49
MSN-0014915,USA-TEC-1962-14915,1962-09-26,1962,3,9,USA,ULA,Technology Demonstration,Vulcan Centaur,LEO,322.1,True,0.21
MSN-0014916,ESA-NAV-2015-14916,2015-11-23,2015,4,11,ESA,ESA,Navigation,Delta IV,MEO,110.2,True,0.06
MSN-0014917,Germany-EAR-2018-14917,2018-04-05,2018,2,4,Germany,DLR,Earth Observation,Electron,SSO,2222.0,True,6.25
MSN-0014918,Russia-COM-1990-14918,1990-02-24,1990,1,2,Russia,ISS-Reshetnev,Communications,GSLV,GEO,8482.5,True,6.04
MSN-0014919,USA-NAV-2020-14919,2020-11-22,2020,4,11,USA,NASA,Navigation,Vulcan Centaur,LEO,991.8,True,2.03
MSN-0014920,USA-EAR-2012-14920,2012-05-27,2012,2,5,USA,Boeing,Earth Observation,Delta IV,LEO,2700.3,True,6.5
MSN-0014921,India-SUP-2019-14921,2019-01-16,2019,1,1,India,ISRO,Supply/Resupply,Long March 5,LEO,6716.7,True,8.25
MSN-0014922,Russia-EAR-2012-14922,2012-06-10,2012,2,6,Russia,Roscosmos,Earth Observation,Angara,MEO,2624.2,False,7.29
MSN-0014923,USA-EAR-1991-14923,1991-01-20,1991,1,1,USA,NASA,Earth Observation,Falcon Heavy,GTO,1415.9,True,1.17
MSN-0014924,USA-NAV-2015-14924,2015-04-07,2015,2,4,USA,NASA,Navigation,Ariane 5,LEO,50.0,True,0.1
MSN-0014925,Russia-TEC-1968-14925,1968-08-21,1968,3,8,Russia,ISS-Reshetnev,Technology Demonstration,Long March 3,GTO,375.9,False,0.7
MSN-0014926,Russia-COM-2011-14926,2011-07-25,2011,3,7,Russia,Roscosmos,Communications,Vulcan Centaur,LEO,5166.5,True,6.32
MSN-0014927,Japan-COM-2013-14927,2013-10-03,2013,4,10,Japan,JAXA,Communications,Soyuz,SSO,7128.8,True,19.12
MSN-0014928,USA-MIL-2010-14928,2010-12-21,2010,4,12,USA,Northrop Grumman,Military Reconnaissance,Shavit,LEO,4515.9,True,3.31
MSN-0014929,USA-SCI-2002-14929,2002-08-11,2002,3,8,USA,Rocket Lab,Science,PSLV,GEO,3043.5,True,3.2
MSN-0014930,Japan-NAV-1990-14930,1990-12-14,1990,4,12,Japan,MHI,Navigation,H-IIA,MEO,948.0,False,1.27
MSN-0014931,Germany-EAR-2013-14931,2013-12-02,2013,4,12,Germany,DLR,Earth Observation,H-IIA,LEO,3230.1,True,5.59
MSN-0014932,Japan-TEC-1998-14932,1998-07-20,1998,3,7,Japan,JAXA,Technology Demonstration,PSLV,LEO,459.2,True,0.92
MSN-0014933,Germany-COM-2009-14933,2009-02-27,2009,1,2,Germany,DLR,Communications,Ariane 5,GEO,4872.7,True,9.23
MSN-0014934,USA-COM-2015-14934,2015-12-22,2015,4,12,USA,Northrop Grumman,Communications,Electron,GEO,5808.7,True,11.0
MSN-0014935,USA-EAR-2020-14935,2020-05-19,2020,2,5,USA,Rocket Lab,Earth Observation,H3,GEO,1863.7,True,1.87
MSN-0014936,USA-COM-2010-14936,2010-08-13,2010,3,8,USA,SpaceX,Communications,Other,LEO,2819.0,True,1.78
MSN-0014937,China-SCI-1996-14937,1996-02-03,1996,1,2,China,GALACTIC ENERGY,Science,NURI,LEO,2536.0,True,2.14
MSN-0014938,Russia-MIL-1965-14938,1965-02-19,1965,1,2,Russia,ISS-Reshetnev,Military Reconnaissance,H3,LEO,4274.4,False,3.89
MSN-0014939,Russia-SCI-2022-14939,2022-12-07,2022,4,12,Russia,Roscosmos,Science,Long March 3,SSO,3065.6,True,3.62
MSN-0014940,Canada-DEE-2015-14940,2015-06-05,2015,2,6,Canada,CSA,Deep Space,Atlas V,LEO,480.5,True,0.89
MSN-0014941,ESA-WEA-2024-14941,2024-03-19,2024,1,3,ESA,ESA,Weather,PSLV,GTO,784.4,True,0.99
MSN-0014942,France-COM-1973-14942,1973-08-21,1973,3,8,France,CNES,Communications,Falcon 9,SSO,4741.0,True,10.02
MSN-0014943,USA-NAV-1984-14943,1984-08-23,1984,3,8,USA,Boeing,Navigation,H3,LEO,1859.4,True,2.24
MSN-0014944,USA-DEE-2023-14944,2023-10-10,2023,4,10,USA,Rocket Lab,Deep Space,H-IIA,LEO,4400.9,True,2.26
MSN-0014945,USA-COM-2004-14945,2004-02-02,2004,1,2,USA,Boeing,Communications,Shavit,MEO,922.7,False,2.16
MSN-0014946,Russia-WEA-1969-14946,1969-12-01,1969,4,12,Russia,Roscosmos,Weather,H3,GEO,500.1,True,1.05
MSN-0014947,China-EAR-1998-14947,1998-12-18,1998,4,12,China,CASIC,Earth Observation,Long March 7,GEO,964.8,True,1.03
MSN-0014948,USA-CRE-2016-14948,2016-11-03,2016,4,11,USA,Boeing,Crewed Mission,Long March 2,MEO,15679.6,True,25.92
MSN-0014949,USA-COM-1972-14949,1972-01-07,1972,1,1,USA,Rocket Lab,Communications,Ariane 6,GEO,5588.8,False,2.92
MSN-0014950,USA-NAV-1994-14950,1994-04-27,1994,2,4,USA,ULA,Navigation,Long March 7,GEO,2401.8,False,4.76
MSN-0014951,USA-EAR-1994-14951,1994-10-05,1994,4,10,USA,NASA,Earth Observation,Falcon Heavy,LEO,482.6,False,0.47
MSN-0014952,China-TEC-2008-14952,2008-04-18,2008,2,4,China,CASIC,Technology Demonstration,Shavit,LEO,191.2,True,0.36
MSN-0014953,USA-MIL-1999-14953,1999-09-04,1999,3,9,USA,Boeing,Military Reconnaissance,Angara,LEO,5901.5,True,6.6
MSN-0014954,USA-WEA-2010-14954,2010-02-23,2010,1,2,USA,ULA,Weather,Other,LEO,1401.0,True,3.51
MSN-0014955,ESA-SUP-1963-14955,1963-04-23,1963,2,4,ESA,Arianespace,Supply/Resupply,Ariane 5,MEO,6829.3,True,12.16
MSN-0014956,Russia-SCI-2015-14956,2015-04-06,2015,2,4,Russia,ISS-Reshetnev,Science,Soyuz,Lunar,955.6,True,1.16
MSN-0014957,France-TEC-2013-14957,2013-09-03,2013,3,9,France,Arianespace,Technology Demonstration,Angara,Lunar,674.5,True,1.19
MSN-0014958,Israel-EAR-2015-14958,2015-04-20,2015,2,4,Israel,ISA,Earth Observation,Antares,LEO,1076.7,True,0.83
MSN-0014959,Japan-COM-2012-14959,2012-10-14,2012,4,10,Japan,JAXA,Communications,Atlas V,LEO,1527.0,True,3.15
MSN-0014960,USA-SCI-2019-14960,2019-12-12,2019,4,12,USA,Northrop Grumman,Science,Vulcan Centaur,MEO,811.1,True,1.27
MSN-0014961,Japan-EAR-2022-14961,2022-05-22,2022,2,5,Japan,JAXA,Earth Observation,GSLV,GEO,438.2,True,0.74
MSN-0014962,India-CRE-2003-14962,2003-01-14,2003,1,1,India,ISRO,Crewed Mission,Soyuz,SSO,16099.4,True,24.51
MSN-0014963,Russia-SCI-1964-14963,1964-01-16,1964,1,1,Russia,Roscosmos,Science,Other,LEO,1438.0,True,3.52
MSN-0014964,USA-CRE-2010-14964,2010-08-19,2010,3,8,USA,ULA,Crewed Mission,Other,GTO,11543.0,True,11.35
MSN-0014965,China-COM-2022-14965,2022-07-09,2022,3,7,China,GALACTIC ENERGY,Communications,Proton-M,LEO,4983.5,True,13.4
MSN-0014966,China-MIL-1978-14966,1978-11-08,1978,4,11,China,CASIC,Military Reconnaissance,Ariane 5,SSO,2094.3,True,3.92
MSN-0014967,USA-CRE-2001-14967,2001-03-23,2001,1,3,USA,NASA,Crewed Mission,PSLV,LEO,18201.0,True,38.74
MSN-0014968,USA-EAR-1973-14968,1973-05-02,1973,2,5,USA,Rocket Lab,Earth Observation,H3,SSO,1813.7,False,1.87
MSN-0014969,ESA-CRE-2003-14969,2003-04-21,2003,2,4,ESA,ESA,Crewed Mission,GSLV,LEO,10261.2,True,23.91
MSN-0014970,USA-EAR-1994-14970,1994-07-22,1994,3,7,USA,Rocket Lab,Earth Observation,Soyuz,GEO,966.5,False,1.61
MSN-0014971,USA-MIL-1979-14971,1979-09-22,1979,3,9,USA,Northrop Grumman,Military Reconnaissance,Vulcan Centaur,GTO,7794.6,False,15.42
MSN-0014972,Japan-NAV-2019-14972,2019-03-19,2019,1,3,Japan,JAXA,Navigation,PSLV,LEO,2882.7,True,1.78
MSN-0014973,ESA-DEE-1997-14973,1997-10-24,1997,4,10,ESA,ESA,Deep Space,Long March 3,LEO,3250.0,True,1.86
MSN-0014974,China-COM-2019-14974,2019-03-24,2019,1,3,China,CASC,Communications,Falcon 9,MEO,6890.1,True,4.63
MSN-0014975,India-SCI-2021-14975,2021-03-13,2021,1,3,India,ISRO,Science,Atlas V,MEO,2479.7,True,4.09
MSN-0014976,USA-COM-2003-14976,2003-06-11,2003,2,6,USA,ULA,Communications,Proton-M,GEO,6659.1,False,6.75
MSN-0014977,Japan-COM-1997-14977,1997-10-21,1997,4,10,Japan,MHI,Communications,Ariane 6,GEO,4250.0,True,4.91
MSN-0014978,China-NAV-2010-14978,2010-10-28,2010,4,10,China,GALACTIC ENERGY,Navigation,Proton-M,GEO,1490.5,True,0.84
MSN-0014979,Russia-NAV-2018-14979,2018-03-19,2018,1,3,Russia,Roscosmos,Navigation,H-IIA,LEO,2346.4,True,6.71
MSN-0014980,India-SCI-1990-14980,1990-12-10,1990,4,12,India,ISRO,Science,Proton-M,GEO,3579.6,True,7.7
MSN-0014981,China-COM-1998-14981,1998-09-17,1998,3,9,China,CASC,Communications,Other,LEO,4836.3,True,9.92
MSN-0014982,Russia-SCI-2004-14982,2004-03-06,2004,1,3,Russia,ISS-Reshetnev,Science,Antares,GEO,231.5,True,0.56
MSN-0014983,China-DEE-1986-14983,1986-04-06,1986,2,4,China,CASC,Deep Space,Vulcan Centaur,LEO,243.1,False,0.35
MSN-0014984,Russia-MIL-2012-14984,2012-12-12,2012,4,12,Russia,ISS-Reshetnev,Military Reconnaissance,Shavit,MEO,50.0,True,0.06
MSN-0014985,India-EAR-1963-14985,1963-06-14,1963,2,6,India,ISRO,Earth Observation,Atlas V,SSO,1531.2,False,2.44
MSN-0014986,China-SCI-1974-14986,1974-03-14,1974,1,3,China,CNSA,Science,Antares,LEO,3074.6,True,6.85
MSN-0014987,Russia-TEC-1998-14987,1998-09-14,1998,3,9,Russia,Roscosmos,Technology Demonstration,Vulcan Centaur,LEO,909.3,True,2.57
MSN-0014988,USA-NAV-2013-14988,2013-04-10,2013,2,4,USA,ULA,Navigation,Ariane 5,MEO,2942.1,False,4.06
MSN-0014989,ESA-EAR-2003-14989,2003-01-23,2003,1,1,ESA,ESA,Earth Observation,Ariane 6,SSO,2239.4,False,2.41
MSN-0014990,ESA-EAR-1979-14990,1979-12-11,1979,4,12,ESA,Arianespace,Earth Observation,H-IIA,LEO,1987.1,True,2.33
MSN-0014991,India-EAR-2016-14991,2016-12-06,2016,4,12,India,ISRO,Earth Observation,Falcon 9,GEO,2006.7,True,1.47
MSN-0014992,India-NAV-1987-14992,1987-02-02,1987,1,2,India,ISRO,Navigation,Ariane 5,LEO,1236.3,True,1.46
MSN-0014993,India-EAR-2024-14993,2024-06-09,2024,2,6,India,ISRO,Earth Observation,Shavit,Heliocentric,1285.6,True,1.25
MSN-0014994,Russia-MIL-2013-14994,2013-03-23,2013,1,3,Russia,ISS-Reshetnev,Military Reconnaissance,Vulcan Centaur,LEO,3299.9,True,7.27
MSN-0014995,India-EAR-2011-14995,2011-09-04,2011,3,9,India,ISRO,Earth Observation,GSLV,GEO,1749.0,True,3.98
MSN-0014996,UK-SCI-2023-14996,2023-02-05,2023,1,2,UK,UKSA,Science,Long March 7,LEO,2046.6,True,5.86
MSN-0014997,Russia-NAV-1993-14997,1993-06-05,1993,2,6,Russia,ISS-Reshetnev,Navigation,Long March 5,SSO,3752.4,True,10.09
MSN-0014998,Brazil-SCI-2004-14998,2004-07-15,2004,3,7,Brazil,AEB,Science,Long March 7,SSO,406.3,True,0.3
MSN-0014999,Other-SCI-1996-14999,1996-03-27,1996,1,3,Other,Unknown Agency,Science,Ariane 5,GTO,50.0,False,0.14
MSN-0015000,USA-EAR-1966-15000,1966-01-25,1966,1,1,USA,NASA,Earth Observation,Delta IV,SSO,2386.5,True,1.76
MSN-0015001,Russia-SCI-1997-15001,1997-11-20,1997,4,11,Russia,Roscosmos,Science,Electron,LEO,2018.7,True,2.69
MSN-0015002,USA-NAV-1988-15002,1988-02-27,1988,1,2,USA,Rocket Lab,Navigation,Falcon Heavy,LEO,1151.1,True,3.29
MSN-0015003,China-SCI-1962-15003,1962-07-14,1962,3,7,China,CNSA,Science,Atlas V,MEO,2029.0,False,5.41
MSN-0015004,ESA-COM-2015-15004,2015-12-03,2015,4,12,ESA,Arianespace,Communications,Ariane 5,LEO,4380.1,True,8.03
MSN-0015005,Russia-SUP-2007-15005,2007-03-25,2007,1,3,Russia,Roscosmos,Supply/Resupply,Electron,GTO,6354.3,True,8.43
MSN-0015006,USA-SCI-1989-15006,1989-06-10,1989,2,6,USA,NASA,Science,GSLV,LEO,445.5,True,0.99
MSN-0015007,India-NAV-1989-15007,1989-09-16,1989,3,9,India,ISRO,Navigation,Vulcan Centaur,LEO,2153.2,True,2.86
MSN-0015008,ESA-COM-2005-15008,2005-08-04,2005,3,8,ESA,Arianespace,Communications,Electron,GEO,7058.1,True,7.97
MSN-0015009,India-WEA-2008-15009,2008-08-14,2008,3,8,India,ISRO,Weather,Atlas V,GTO,1293.8,True,1.84
MSN-0015010,UK-MIL-2001-15010,2001-10-21,2001,4,10,UK,UKSA,Military Reconnaissance,Antares,LEO,3337.2,False,6.68
MSN-0015011,ESA-NAV-2015-15011,2015-10-11,2015,4,10,ESA,ESA,Navigation,Atlas V,GEO,3662.5,True,3.79
MSN-0015012,USA-EAR-2021-15012,2021-05-20,2021,2,5,USA,Boeing,Earth Observation,Atlas V,GEO,2029.6,True,5.72
MSN-0015013,Other-SPA-2003-15013,2003-12-05,2003,4,12,Other,Unknown Agency,Space Station,GSLV,LEO,22018.8,True,20.16
MSN-0015014,USA-EAR-1991-15014,1991-06-17,1991,2,6,USA,ULA,Earth Observation,Long March 3,GEO,1499.0,True,3.8
MSN-0015015,Brazil-MIL-2005-15015,2005-04-18,2005,2,4,Brazil,AEB,Military Reconnaissance,NURI,LEO,4174.8,True,5.27
MSN-0015016,Germany-EAR-1991-15016,1991-12-06,1991,4,12,Germany,DLR,Earth Observation,Falcon 9,LEO,2613.9,True,2.99
MSN-0015017,China-NAV-1985-15017,1985-05-28,1985,2,5,China,GALACTIC ENERGY,Navigation,Proton-M,LEO,1681.8,True,4.51
MSN-0015018,UAE-SCI-2005-15018,2005-10-09,2005,4,10,UAE,UAESA,Science,Ariane 6,LEO,1816.8,True,5.36
MSN-0015019,USA-TEC-1981-15019,1981-08-01,1981,3,8,USA,SpaceX,Technology Demonstration,Long March 2,LEO,217.6,False,0.22
MSN-0015020,Japan-EAR-2001-15020,2001-12-25,2001,4,12,Japan,MHI,Earth Observation,Vulcan Centaur,GEO,964.8,True,0.86
MSN-0015021,USA-COM-1987-15021,1987-03-12,1987,1,3,USA,SpaceX,Communications,Electron,LEO,2554.6,True,6.29
MSN-0015022,China-NAV-2013-15022,2013-04-06,2013,2,4,China,CASC,Navigation,Long March 7,SSO,2221.7,True,6.15
MSN-0015023,Japan-COM-2024-15023,2024-08-19,2024,3,8,Japan,MHI,Communications,Shavit,GEO,4792.5,True,14.35
MSN-0015024,India-SCI-2006-15024,2006-10-09,2006,4,10,India,ISRO,Science,H3,HEO,2953.9,True,4.84
MSN-0015025,Russia-COM-1966-15025,1966-08-20,1966,3,8,Russia,Roscosmos,Communications,Long March 2,LEO,8738.1,True,13.95
MSN-0015026,India-COM-2015-15026,2015-01-09,2015,1,1,India,ISRO,Communications,Shavit,SSO,6836.8,True,18.87
MSN-0015027,Russia-COM-2003-15027,2003-12-28,2003,4,12,Russia,Roscosmos,Communications,Ariane 5,LEO,4432.9,True,4.04
MSN-0015028,China-EAR-2022-15028,2022-02-16,2022,1,2,China,CASC,Earth Observation,H-IIA,Heliocentric,883.0,True,1.4
MSN-0015029,Russia-COM-1977-15029,1977-06-26,1977,2,6,Russia,ISS-Reshetnev,Communications,Soyuz,GEO,2814.6,True,3.88
MSN-0015030,USA-MIL-2024-15030,2024-05-16,2024,2,5,USA,ULA,Military Reconnaissance,Long March 5,LEO,1555.7,True,4.49
MSN-0015031,Russia-COM-2020-15031,2020-04-17,2020,2,4,Russia,ISS-Reshetnev,Communications,PSLV,LEO,5297.7,True,10.92
MSN-0015032,ESA-EAR-1982-15032,1982-03-25,1982,1,3,ESA,Arianespace,Earth Observation,GSLV,GTO,888.3,False,2.51
MSN-0015033,France-SCI-2021-15033,2021-06-22,2021,2,6,France,Arianespace,Science,Proton-M,SSO,1898.8,True,5.69
MSN-0015034,USA-COM-1983-15034,1983-01-10,1983,1,1,USA,ULA,Communications,PSLV,LEO,3812.9,True,6.63
MSN-0015035,USA-NAV-2021-15035,2021-07-14,2021,3,7,USA,Boeing,Navigation,Long March 7,LEO,3507.5,True,4.68
MSN-0015036,USA-NAV-1980-15036,1980-02-23,1980,1,2,USA,Rocket Lab,Navigation,Vulcan Centaur,GEO,2645.8,True,3.31
MSN-0015037,South Korea-SUP-2008-15037,2008-08-17,2008,3,8,South Korea,KARI,Supply/Resupply,Ariane 6,LEO,7345.1,True,18.8
MSN-0015038,Italy-SCI-2005-15038,2005-04-02,2005,2,4,Italy,ASI,Science,Long March 3,LEO,1990.9,True,3.8
MSN-0015039,Germany-EAR-1969-15039,1969-09-20,1969,3,9,Germany,DLR,Earth Observation,H3,GEO,946.9,False,2.78
MSN-0015040,China-TEC-1980-15040,1980-07-15,1980,3,7,China,CNSA,Technology Demonstration,H-IIA,LEO,117.8,False,0.33
MSN-0015041,USA-COM-1997-15041,1997-05-26,1997,2,5,USA,Boeing,Communications,Falcon Heavy,LEO,6067.6,True,3.05
MSN-0015042,Russia-SCI-2018-15042,2018-02-07,2018,1,2,Russia,Roscosmos,Science,Falcon 9,LEO,1537.6,True,2.15
MSN-0015043,ESA-SCI-1991-15043,1991-01-25,1991,1,1,ESA,ESA,Science,Angara,GEO,2010.1,True,5.05
MSN-0015044,China-MIL-2004-15044,2004-05-26,2004,2,5,China,CNSA,Military Reconnaissance,GSLV,MEO,6140.5,True,12.44
MSN-0015045,USA-SCI-1988-15045,1988-12-03,1988,4,12,USA,Boeing,Science,Falcon Heavy,LEO,651.8,True,0.61
MSN-0015046,Israel-NAV-2018-15046,2018-02-21,2018,1,2,Israel,ISA,Navigation,Other,LEO,1174.0,True,2.17
MSN-0015047,Russia-NAV-1995-15047,1995-11-03,1995,4,11,Russia,ISS-Reshetnev,Navigation,Other,LEO,2426.4,True,3.98
MSN-0015048,China-SCI-1998-15048,1998-02-18,1998,1,2,China,CASIC,Science,Proton-M,Heliocentric,1889.7,True,1.73
MSN-0015049,China-SUP-2019-15049,2019-12-25,2019,4,12,China,GALACTIC ENERGY,Supply/Resupply,Other,LEO,7740.0,True,12.08
MSN-0015050,Brazil-COM-2009-15050,2009-08-14,2009,3,8,Brazil,AEB,Communications,Electron,GTO,2753.6,True,3.35
MSN-0015051,USA-COM-2021-15051,2021-10-02,2021,4,10,USA,Boeing,Communications,Shavit,LEO,6133.4,True,8.31
MSN-0015052,USA-TEC-2024-15052,2024-04-19,2024,2,4,USA,Boeing,Technology Demonstration,NURI,LEO,84.9,True,0.1
MSN-0015053,China-MIL-2023-15053,2023-11-27,2023,4,11,China,CNSA,Military Reconnaissance,Shavit,SSO,5498.4,True,8.36
MSN-0015054,Russia-COM-2021-15054,2021-09-21,2021,3,9,Russia,Roscosmos,Communications,Antares,GEO,3292.7,False,9.77
MSN-0015055,India-COM-1971-15055,1971-10-03,1971,4,10,India,ISRO,Communications,Soyuz,LEO,4135.5,True,4.22
MSN-0015056,Russia-DEE-1966-15056,1966-09-24,1966,3,9,Russia,Roscosmos,Deep Space,Ariane 5,LEO,1427.4,False,3.54
MSN-0015057,USA-COM-2014-15057,2014-06-04,2014,2,6,USA,SpaceX,Communications,Falcon 9,GTO,6384.8,True,7.29
MSN-0015058,China-SCI-1989-15058,1989-06-05,1989,2,6,China,GALACTIC ENERGY,Science,Long March 7,HEO,1059.0,False,2.91
MSN-0015059,Brazil-COM-2018-15059,2018-01-25,2018,1,1,Brazil,AEB,Communications,Long March 3,LEO,2581.5,True,3.72
MSN-0015060,UK-COM-2007-15060,2007-08-11,2007,3,8,UK,OneWeb,Communications,Atlas V,GEO,5047.0,True,5.47
MSN-0015061,ESA-SCI-2021-15061,2021-11-20,2021,4,11,ESA,ESA,Science,Atlas V,LEO,1074.2,True,1.52
MSN-0015062,China-SCI-1976-15062,1976-05-07,1976,2,5,China,CNSA,Science,Atlas V,LEO,599.3,True,0.32
MSN-0015063,Germany-COM-1996-15063,1996-08-24,1996,3,8,Germany,DLR,Communications,Proton-M,LEO,5990.1,True,7.53
MSN-0015064,USA-COM-1995-15064,1995-10-26,1995,4,10,USA,SpaceX,Communications,Delta IV,LEO,550.5,True,0.3
MSN-0015065,USA-EAR-2020-15065,2020-12-19,2020,4,12,USA,Northrop Grumman,Earth Observation,Antares,LEO,689.8,True,1.07
MSN-0015066,UK-EAR-2008-15066,2008-03-07,2008,1,3,UK,OneWeb,Earth Observation,Other,MEO,1459.4,True,1.02
MSN-0015067,USA-COM-2020-15067,2020-05-02,2020,2,5,USA,NASA,Communications,PSLV,MEO,4245.3,True,11.66
