record_id,mission_id,satellite_id,timestamp,country,mission_type,fuel_consumption_kg,energy_consumption_mwh,storage_usage_gb,bandwidth_usage_gbps,ground_station_hours,maintenance_hours,year
RES-0062967,MSN-0094296,SAT-0088815,2011-03-05,USA,Earth Observation,368.67,50.67,6697.4,46.29,59.0,9.4,2011
RES-0062968,MSN-0033837,SAT-0032021,2008-06-28,UK,Navigation,302.55,40.03,2922.2,7.47,57.9,30.2,2008
RES-0062969,MSN-0034460,SAT-0032615,2018-05-28,ESA,Science,121.73,20.73,10880.3,39.97,154.7,20.7,2018
RES-0062970,MSN-0097493,SAT-VIRT-69765,1994-07-03,UAE,Crewed Mission,1503.11,143.03,685.6,14.58,65.6,42.3,1994
RES-0062971,MSN-0068652,SAT-0064843,1987-03-10,Russia,Military Reconnaissance,111.06,31.55,2388.4,5.27,31.2,47.4,1987
RES-0062972,MSN-0059831,SAT-0056597,2021-12-09,USA,Communications,506.69,67.5,2677.3,10.32,27.1,46.6,2021
RES-0062973,MSN-0004074,SAT-VIRT-55888,2008-05-14,ESA,Earth Observation,111.89,25.62,8419.7,19.15,230.7,28.6,2008
RES-0062974,MSN-0080350,SAT-0075775,1997-12-10,USA,Communications,427.19,53.84,3329.9,14.15,56.5,38.4,1997
RES-0062975,MSN-0037000,SAT-VIRT-06168,1987-05-23,China,Supply/Resupply,1035.82,47.8,2215.0,5.09,38.1,43.6,1987
RES-0062976,MSN-0058769,SAT-0055592,2012-07-22,China,Communications,740.03,147.5,2710.4,14.39,55.4,23.8,2012
RES-0062977,MSN-0071009,SAT-0067017,2011-02-09,Russia,Weather,377.93,40.99,4070.7,20.1,62.4,7.0,2011
RES-0062978,MSN-0079463,SAT-VIRT-79788,2023-01-21,Russia,Crewed Mission,2413.49,168.29,2575.1,4.98,8.6,9.2,2023
RES-0062979,MSN-0085038,SAT-0080153,1992-12-18,Russia,Communications,1165.01,144.8,3284.3,5.59,18.1,28.2,1992
RES-0062980,MSN-0069079,SAT-VIRT-29636,1999-06-03,UK,Deep Space,476.29,123.39,2127.9,6.27,56.5,42.2,1999
RES-0062981,MSN-0099563,SAT-0093744,2001-07-16,ESA,Technology Demonstration,107.64,19.21,2340.3,11.19,27.2,45.5,2001
RES-0062982,MSN-0009085,SAT-0008556,2024-04-19,Japan,Science,421.69,26.44,2774.4,20.17,71.7,4.2,2024
RES-0062983,MSN-0008822,SAT-0008300,2007-03-17,Russia,Earth Observation,466.08,37.71,8501.9,25.15,222.7,33.1,2007
RES-0062984,MSN-0050534,SAT-0047817,1982-02-24,ESA,Science,527.2,43.74,4264.3,9.63,86.2,32.2,1982
RES-0062985,MSN-0037177,SAT-0035241,1994-03-01,USA,Technology Demonstration,154.41,30.44,1028.5,13.99,49.4,38.0,1994
RES-0062986,MSN-0034763,SAT-0032892,2009-06-09,UAE,Navigation,242.73,43.4,2507.6,12.15,46.4,29.8,2009
RES-0062987,MSN-0072768,SAT-0068731,1971-03-03,France,Science,344.19,49.87,11626.5,33.04,70.0,33.2,1971
RES-0062988,MSN-0017533,SAT-0016672,1992-01-18,China,Science,744.73,70.95,2989.0,28.0,154.4,39.1,1992
RES-0062989,MSN-0007978,SAT-0007471,1988-03-18,UAE,Earth Observation,426.98,65.39,3303.4,42.07,91.5,45.3,1988
RES-0062990,MSN-0043336,SAT-VIRT-84527,2013-08-24,UK,Crewed Mission,2275.92,291.78,2051.2,5.41,32.4,21.7,2013
RES-0062991,MSN-0057767,SAT-0054630,2017-07-20,Russia,Communications,594.27,116.91,2677.0,10.11,27.3,38.9,2017
RES-0062992,MSN-0011889,SAT-VIRT-43867,2016-01-03,Japan,Deep Space,443.68,77.57,1371.2,2.14,24.7,32.0,2016
RES-0062993,MSN-0001257,SAT-0001179,1998-12-02,China,Earth Observation,318.11,76.16,7292.1,13.16,165.6,32.2,1998
RES-0062994,MSN-0044294,SAT-0041986,2009-02-08,UK,Science,137.57,46.67,11217.6,20.99,94.3,46.3,2009
RES-0062995,MSN-0061333,SAT-0057983,2007-02-12,USA,Earth Observation,187.21,19.12,5252.6,5.8,171.7,19.9,2007
RES-0062996,MSN-0076476,SAT-VIRT-92120,2013-10-24,China,Crewed Mission,3709.9,369.01,2210.0,2.17,37.9,16.7,2013
RES-0062997,MSN-0052995,SAT-0050228,2001-06-24,China,Communications,619.49,60.3,2984.1,7.43,51.2,20.4,2001
RES-0062998,MSN-0048400,SAT-0045773,1996-06-26,Russia,Navigation,303.81,32.12,661.2,2.41,61.2,20.1,1996
RES-0062999,MSN-0003717,SAT-0003518,1973-08-06,China,Earth Observation,297.61,35.9,3787.8,12.67,187.2,24.9,1973
RES-0063000,MSN-0029244,SAT-0027687,1982-01-22,USA,Navigation,106.85,13.9,976.6,12.4,8.6,47.6,1982
RES-0063001,MSN-0060534,SAT-0057270,2000-12-09,USA,Earth Observation,231.16,73.73,9691.5,20.69,103.9,38.9,2000
RES-0063002,MSN-0015440,SAT-0014707,2017-11-14,USA,Military Reconnaissance,506.94,40.29,1445.1,9.06,27.9,8.1,2017
RES-0063003,MSN-0022086,SAT-0020972,1980-12-18,Brazil,Science,621.47,73.93,3753.0,47.14,77.4,15.2,1980
RES-0063004,MSN-0053958,SAT-0051090,2001-02-17,ESA,Communications,964.35,104.74,2674.8,5.73,35.2,27.3,2001
RES-0063005,MSN-0048186,SAT-VIRT-63963,2021-08-22,France,Communications,307.4,40.67,1800.1,7.07,47.7,15.5,2021
RES-0063006,MSN-0021907,SAT-VIRT-59859,1966-10-10,USA,Communications,622.12,123.53,1546.2,10.69,45.8,39.7,1966
RES-0063007,MSN-0019854,SAT-VIRT-96450,2008-06-08,Israel,Space Station,4006.2,538.94,533.0,11.35,62.0,46.8,2008
RES-0063008,MSN-0033518,SAT-0031731,2021-09-02,USA,Earth Observation,457.7,56.98,9875.0,25.4,134.6,14.6,2021
RES-0063009,MSN-0063472,SAT-0060018,1962-08-21,ESA,Communications,765.64,68.2,1588.5,10.6,24.6,13.6,1962
RES-0063010,MSN-0032821,SAT-0031076,1994-04-03,USA,Communications,1441.6,123.76,1100.8,2.48,12.0,22.6,1994
RES-0063011,MSN-0092983,SAT-VIRT-32655,1962-04-18,China,Science,275.83,66.08,7598.2,5.44,153.5,31.7,1962
RES-0063012,MSN-0004540,SAT-0004270,2023-07-05,USA,Communications,641.43,73.31,2326.4,11.12,38.3,4.0,2023
RES-0063013,MSN-0036040,SAT-VIRT-32329,1987-09-08,Germany,Deep Space,213.9,33.88,500.5,2.15,16.2,17.2,1987
RES-0063014,MSN-0051184,SAT-VIRT-44086,1981-09-25,USA,Earth Observation,125.71,16.09,8642.2,27.49,45.9,21.2,1981
RES-0063015,MSN-0090793,SAT-VIRT-58132,1964-05-01,Brazil,Military Reconnaissance,636.28,42.74,2500.2,14.1,59.6,32.6,1964
RES-0063016,MSN-0087785,SAT-0082725,1974-04-20,Germany,Earth Observation,137.8,30.28,4948.3,38.8,58.4,25.1,1974
RES-0063017,MSN-0021130,SAT-0020061,1997-03-03,Russia,Communications,948.65,49.8,3183.2,6.16,14.7,31.8,1997
RES-0063018,MSN-0094101,SAT-0088635,2006-01-06,South Korea,Earth Observation,66.46,17.96,2243.3,6.43,58.5,13.4,2006
RES-0063019,MSN-0001852,SAT-0001754,2016-06-07,ESA,Earth Observation,303.42,17.95,8913.4,27.75,150.4,17.1,2016
RES-0063020,MSN-0052413,SAT-0049654,2007-10-12,USA,Earth Observation,476.74,37.29,5021.1,31.8,191.6,13.3,2007
RES-0063021,MSN-0034424,SAT-0032574,2014-06-17,UAE,Technology Demonstration,128.19,15.3,2984.3,1.7,21.6,34.5,2014
RES-0063022,MSN-0079179,SAT-0074723,1994-03-02,China,Military Reconnaissance,215.93,31.14,2353.0,2.18,53.4,7.4,1994
RES-0063023,MSN-0073711,SAT-0069653,2001-09-23,Russia,Technology Demonstration,108.78,14.27,3183.7,3.81,18.8,7.2,2001
RES-0063024,MSN-0002233,SAT-0002105,2006-07-28,China,Weather,354.65,52.73,6157.1,28.46,56.9,12.4,2006
RES-0063025,MSN-0076447,SAT-0072167,2023-02-01,USA,Earth Observation,34.9,23.5,10197.9,35.01,33.7,28.3,2023
RES-0063026,MSN-0077977,SAT-0073602,1981-12-23,Japan,Science,447.15,40.09,11462.1,14.23,209.8,40.7,1981
RES-0063027,MSN-0042420,SAT-0040274,2004-09-01,China,Earth Observation,413.1,52.01,9375.5,7.09,207.5,13.4,2004
RES-0063028,MSN-0052129,SAT-0049401,2020-05-17,Russia,Earth Observation,335.57,45.96,7272.8,21.22,60.7,28.3,2020
RES-0063029,MSN-0062956,SAT-0059489,1971-10-13,USA,Communications,687.14,99.68,2082.6,1.56,12.9,6.4,1971
RES-0063030,MSN-0083502,SAT-0078764,2017-01-06,India,Science,362.84,60.46,6584.9,35.93,186.9,30.2,2017
RES-0063031,MSN-0051736,SAT-VIRT-88619,1975-10-13,Japan,Communications,34.78,25.12,3110.1,13.92,41.0,44.3,1975
RES-0063032,MSN-0011078,SAT-0010450,1998-08-13,USA,Military Reconnaissance,1572.13,90.79,2906.1,2.36,35.9,39.6,1998
RES-0063033,MSN-0018591,SAT-0017638,1992-10-20,China,Communications,983.48,60.66,2922.7,10.93,61.6,27.7,1992
RES-0063034,MSN-0093057,SAT-0087688,2013-08-05,USA,Communications,834.25,57.87,2395.5,11.0,57.6,47.1,2013
RES-0063035,MSN-0014440,SAT-0013728,1979-04-10,USA,Communications,609.15,85.43,2993.8,1.53,28.9,45.2,1979
RES-0063036,MSN-0051617,SAT-0048878,2010-11-02,USA,Weather,136.62,18.47,6689.5,22.14,55.9,13.9,2010
RES-0063037,MSN-0019695,SAT-VIRT-96860,2014-12-15,Russia,Deep Space,312.56,71.92,3217.0,11.61,36.0,45.6,2014
RES-0063038,MSN-0033626,SAT-0031831,2011-08-10,ESA,Earth Observation,317.21,53.59,11307.2,36.67,148.6,19.2,2011
RES-0063039,MSN-0031029,SAT-0029324,2000-10-09,USA,Science,138.41,14.83,7047.7,35.42,211.2,36.3,2000
RES-0063040,MSN-0065840,SAT-0062185,2020-02-17,USA,Communications,542.51,78.62,3318.8,7.84,49.7,42.2,2020
RES-0063041,MSN-0084750,SAT-0079881,2016-12-03,USA,Earth Observation,90.53,33.01,7126.0,47.34,140.5,4.9,2016
RES-0063042,MSN-0053069,SAT-0050293,1993-05-16,USA,Earth Observation,467.21,61.77,4683.4,37.86,209.6,9.3,1993
RES-0063043,MSN-0076371,SAT-0072081,2002-12-11,China,Navigation,102.36,20.49,806.2,3.68,57.0,26.0,2002
RES-0063044,MSN-0011665,SAT-0011020,2008-01-12,ESA,Weather,92.84,22.69,6096.3,20.69,79.5,7.1,2008
RES-0063045,MSN-0088501,SAT-0083369,2024-02-14,ESA,Technology Demonstration,53.1,16.22,1726.5,5.53,47.5,42.7,2024
RES-0063046,MSN-0008208,SAT-VIRT-09257,2010-04-09,USA,Crewed Mission,3046.93,331.58,1519.8,8.06,14.8,43.0,2010
RES-0063047,MSN-0085203,SAT-0080316,2008-06-02,Russia,Communications,1086.62,115.26,2702.7,13.77,35.6,15.9,2008
RES-0063048,MSN-0077995,SAT-0073617,2002-08-05,UAE,Earth Observation,124.74,18.02,3780.1,46.0,201.9,20.5,2002
RES-0063049,MSN-0098548,SAT-0092808,1995-01-16,Russia,Science,328.22,51.36,7259.2,11.63,179.6,25.7,1995
RES-0063050,MSN-0064373,SAT-0060846,2004-08-11,Russia,Earth Observation,138.21,35.43,3676.5,41.86,65.0,31.6,2004
RES-0063051,MSN-0086532,SAT-0081584,2014-05-24,Russia,Technology Demonstration,152.94,23.65,1543.0,13.41,56.2,30.1,2014
RES-0063052,MSN-0053549,SAT-0050726,2006-05-16,China,Earth Observation,304.85,42.14,7745.0,20.91,34.8,47.1,2006
RES-0063053,MSN-0001002,SAT-0000931,2017-08-14,USA,Communications,871.66,125.21,2622.2,3.05,54.1,30.6,2017
RES-0063054,MSN-0012568,SAT-0011927,1995-02-28,India,Communications,330.13,80.51,1107.9,12.01,61.5,41.4,1995
RES-0063055,MSN-0098173,SAT-0092465,2008-01-17,USA,Earth Observation,384.19,20.0,5982.5,23.61,135.1,30.9,2008
RES-0063056,MSN-0054095,SAT-0051228,2022-08-13,Russia,Military Reconnaissance,394.76,49.67,649.6,13.53,56.0,35.7,2022
RES-0063057,MSN-0027398,SAT-0025907,2023-03-03,France,Science,598.97,66.28,1833.3,39.69,84.1,15.8,2023
RES-0063058,MSN-0083956,SAT-VIRT-34506,2015-01-12,Russia,Supply/Resupply,1621.62,164.28,1015.7,14.17,56.2,39.0,2015
RES-0063059,MSN-0090554,SAT-0085352,2016-04-24,Russia,Technology Demonstration,211.5,22.91,2844.6,7.47,54.9,37.9,2016
RES-0063060,MSN-0036263,SAT-0034364,2015-01-20,USA,Communications,412.35,30.14,2302.2,11.52,25.7,22.6,2015
RES-0063061,MSN-0070892,SAT-VIRT-49425,1957-03-19,India,Earth Observation,113.64,22.42,3948.9,38.92,31.4,32.9,1957
RES-0063062,MSN-0093682,SAT-0088260,2022-12-27,UAE,Earth Observation,503.83,66.98,11360.5,39.47,33.0,14.8,2022
RES-0063063,MSN-0065749,SAT-0062093,1987-11-20,Russia,Technology Demonstration,55.42,19.05,1471.9,2.81,46.8,18.6,1987
RES-0063064,MSN-0078606,SAT-0074203,1995-12-21,China,Science,457.87,34.6,3110.4,40.97,212.2,13.1,1995
RES-0063065,MSN-0010524,SAT-0009948,2014-10-23,China,Communications,1500.71,70.63,1733.4,7.73,29.7,21.4,2014
RES-0063066,MSN-0099704,SAT-0093887,1985-10-02,France,Weather,126.35,10.17,5126.3,14.21,101.2,45.3,1985
RES-0063067,MSN-0095206,SAT-VIRT-09329,1975-07-05,ESA,Science,268.65,20.66,3339.6,11.94,154.9,6.0,1975
RES-0063068,MSN-0035522,SAT-0033642,1971-10-21,Israel,Technology Demonstration,74.39,34.01,2033.1,2.05,28.6,47.3,1971
RES-0063069,MSN-0041100,SAT-VIRT-87388,1985-10-01,USA,Earth Observation,344.04,20.59,5262.6,9.76,178.4,17.2,1985
RES-0063070,MSN-0066976,SAT-0063257,2023-04-24,Russia,Navigation,632.67,79.53,1939.1,2.96,11.1,21.1,2023
RES-0063071,MSN-0007501,SAT-0007002,2000-12-10,USA,Weather,261.27,18.66,2858.8,24.32,129.4,7.9,2000
RES-0063072,MSN-0087529,SAT-0082500,1981-08-21,India,Communications,1184.97,120.05,850.7,12.18,40.5,13.1,1981
RES-0063073,MSN-0048838,SAT-0046200,2009-01-04,Germany,Communications,1110.57,86.01,1560.5,10.39,42.6,44.9,2009
RES-0063074,MSN-0068025,SAT-0064215,1981-11-20,USA,Communications,1624.35,67.43,2620.1,10.67,34.8,28.5,1981
RES-0063075,MSN-0025191,SAT-0023835,1974-05-21,Israel,Earth Observation,273.35,37.27,9944.5,49.83,30.6,8.8,1974
RES-0063076,MSN-0077230,SAT-0072914,2023-06-15,USA,Science,449.29,55.04,5865.7,23.26,179.4,28.8,2023
RES-0063077,MSN-0078391,SAT-0073988,2004-12-22,China,Earth Observation,264.37,56.83,8106.5,45.74,98.3,39.3,2004
RES-0063078,MSN-0041527,SAT-VIRT-23744,1998-09-04,Brazil,Deep Space,165.31,23.45,2458.3,14.22,34.6,27.3,1998
RES-0063079,MSN-0044439,SAT-0042128,1995-06-23,China,Science,560.1,50.53,4240.4,10.49,73.2,24.0,1995
RES-0063080,MSN-0009919,SAT-0009348,1999-06-23,Japan,Earth Observation,295.39,33.8,7111.8,26.19,230.4,5.0,1999
RES-0063081,MSN-0012037,SAT-0011400,2007-12-20,Russia,Weather,302.88,30.2,1834.9,24.43,106.4,28.6,2007
RES-0063082,MSN-0060824,SAT-VIRT-89456,2024-06-26,USA,Science,220.55,34.02,7461.3,21.7,146.5,42.2,2024
RES-0063083,MSN-0024199,SAT-0022906,2006-08-26,USA,Technology Demonstration,157.7,29.09,1626.6,12.68,65.3,37.9,2006
RES-0063084,MSN-0050433,SAT-0047725,1998-01-17,USA,Earth Observation,285.93,46.94,2246.4,17.5,81.2,21.5,1998
RES-0063085,MSN-0030179,SAT-0028560,2013-12-15,USA,Military Reconnaissance,388.48,51.64,821.7,7.95,54.1,23.5,2013
RES-0063086,MSN-0015155,SAT-0014392,1999-08-25,India,Communications,1126.71,134.52,3050.7,1.58,8.8,13.3,1999
RES-0063087,MSN-0086583,SAT-VIRT-68241,1962-12-11,USA,Navigation,316.93,48.0,2749.6,10.49,53.2,43.5,1962
RES-0063088,MSN-0085746,SAT-VIRT-81956,2003-01-15,Russia,Military Reconnaissance,428.91,32.68,1891.7,14.06,66.2,37.3,2003
RES-0063089,MSN-0090354,SAT-VIRT-23660,1970-05-03,USA,Science,85.28,25.04,6068.8,11.11,217.3,17.7,1970
RES-0063090,MSN-0092813,SAT-0087461,2022-12-04,USA,Earth Observation,309.45,42.45,10897.8,4.4,37.1,18.7,2022
RES-0063091,MSN-0008701,SAT-0008194,2017-09-17,USA,Space Station,2412.92,358.58,3122.2,10.62,18.7,26.3,2017
RES-0063092,MSN-0008197,SAT-0007657,2001-04-17,China,Weather,206.75,12.73,1047.9,10.09,40.6,4.7,2001
RES-0063093,MSN-0096447,SAT-0090846,2024-04-21,India,Science,238.83,43.57,10705.3,17.12,89.8,26.7,2024
RES-0063094,MSN-0019941,SAT-0018917,2011-07-24,USA,Weather,276.98,36.2,3710.7,13.75,95.1,30.8,2011
RES-0063095,MSN-0019894,SAT-0018875,1983-08-20,USA,Earth Observation,305.72,47.96,10952.9,14.71,221.7,41.0,1983
RES-0063096,MSN-0046825,SAT-0044317,2022-06-01,UK,Weather,192.02,40.39,6045.2,3.45,96.7,18.0,2022
RES-0063097,MSN-0017972,SAT-0017049,2018-04-10,China,Earth Observation,39.88,25.3,7609.3,10.5,39.9,20.7,2018
RES-0063098,MSN-0077383,SAT-VIRT-28789,1979-06-28,India,Technology Demonstration,122.86,20.82,1141.6,3.35,44.2,35.6,1979
RES-0063099,MSN-0079908,SAT-VIRT-45518,2019-10-06,USA,Supply/Resupply,1976.61,74.0,1266.7,1.26,19.5,12.0,2019
RES-0063100,MSN-0035378,SAT-0033473,2001-03-20,France,Technology Demonstration,38.62,8.85,2637.9,8.19,27.0,5.9,2001
RES-0063101,MSN-0012509,SAT-0011875,2007-05-28,Russia,Technology Demonstration,88.65,29.41,1372.3,9.1,20.3,23.9,2007
RES-0063102,MSN-0042003,SAT-0039864,1985-09-15,ESA,Communications,1330.32,113.72,3074.5,4.08,59.4,11.5,1985
RES-0063103,MSN-0051601,SAT-0048857,2021-08-26,USA,Communications,857.85,81.63,1714.7,3.67,65.7,10.7,2021
RES-0063104,MSN-0031230,SAT-0029532,2020-01-22,China,Communications,1600.21,84.41,874.5,1.22,34.5,29.6,2020
RES-0063105,MSN-0010648,SAT-0010068,1999-10-19,USA,Earth Observation,362.87,58.3,5079.8,4.58,174.4,38.6,1999
RES-0063106,MSN-0048583,SAT-0045955,2002-05-24,USA,Communications,999.24,104.46,2438.1,7.38,59.5,44.4,2002
RES-0063107,MSN-0018238,SAT-0017287,2014-09-05,USA,Science,217.8,27.62,7146.6,6.2,102.4,25.6,2014
RES-0063108,MSN-0008259,SAT-0007717,2016-07-06,South Korea,Science,426.87,51.39,4447.0,24.45,93.7,27.9,2016
RES-0063109,MSN-0074077,SAT-0069971,2011-11-11,ESA,Navigation,438.36,39.68,2524.5,4.07,34.9,46.6,2011
RES-0063110,MSN-0000431,SAT-0000417,1996-06-12,China,Navigation,396.93,41.76,1055.1,13.25,17.8,25.1,1996
RES-0063111,MSN-0075787,SAT-VIRT-99034,2017-06-02,USA,Space Station,2255.06,330.69,2990.6,11.7,35.8,17.5,2017
RES-0063112,MSN-0070289,SAT-0066344,2022-11-22,USA,Science,239.18,15.7,2179.8,31.63,152.7,28.7,2022
RES-0063113,MSN-0055169,SAT-0052235,2022-03-17,USA,Earth Observation,151.02,44.7,9692.7,47.81,34.4,21.1,2022
RES-0063114,MSN-0078228,SAT-0073835,2010-06-14,China,Communications,827.99,137.22,626.8,4.88,28.6,36.7,2010
RES-0063115,MSN-0060583,SAT-0057319,2024-08-14,Japan,Earth Observation,332.04,41.21,9557.8,23.9,45.6,7.3,2024
RES-0063116,MSN-0078255,SAT-0073866,2018-12-04,Russia,Communications,1506.88,94.74,1755.5,11.47,32.9,30.0,2018
RES-0063117,MSN-0002604,SAT-VIRT-12096,2011-11-07,ESA,Deep Space,507.87,53.3,2990.0,10.17,44.3,42.7,2011
RES-0063118,MSN-0025528,SAT-VIRT-33513,2005-11-11,UAE,Supply/Resupply,1254.65,114.53,1794.8,5.57,9.8,25.7,2005
RES-0063119,MSN-0093178,SAT-0087793,1970-05-22,China,Communications,920.24,155.06,2868.0,6.53,19.9,9.5,1970
RES-0063120,MSN-0068002,SAT-0064196,2021-10-22,Brazil,Science,639.09,71.15,8952.4,29.21,128.5,27.6,2021
RES-0063121,MSN-0008598,SAT-0008090,2005-06-22,India,Science,205.13,40.08,3941.2,38.85,137.5,15.7,2005
RES-0063122,MSN-0003964,SAT-VIRT-60587,2015-10-16,USA,Supply/Resupply,1852.35,159.08,2535.4,7.58,17.7,18.7,2015
RES-0063123,MSN-0092183,SAT-0086914,1999-05-19,Russia,Technology Demonstration,77.75,23.5,2072.6,8.39,60.0,47.5,1999
RES-0063124,MSN-0010272,SAT-VIRT-10566,1985-06-13,India,Crewed Mission,2946.55,204.63,965.0,4.72,13.9,35.5,1985
RES-0063125,MSN-0047032,SAT-0044509,2013-07-22,USA,Earth Observation,96.92,32.46,6024.6,16.04,83.0,14.5,2013
RES-0063126,MSN-0005266,SAT-VIRT-97858,1996-05-05,Italy,Earth Observation,477.18,60.76,8006.8,40.16,95.2,18.5,1996
RES-0063127,MSN-0023297,SAT-0022091,1998-08-22,USA,Earth Observation,250.43,32.16,5562.4,14.72,34.4,28.0,1998
RES-0063128,MSN-0067085,SAT-0063357,1984-06-12,Japan,Navigation,494.5,65.95,1641.3,8.12,39.1,9.0,1984
RES-0063129,MSN-0074322,SAT-0070213,2017-12-04,Russia,Earth Observation,169.47,39.39,10548.6,9.79,201.1,46.6,2017
RES-0063130,MSN-0062770,SAT-0059328,1985-11-03,Canada,Earth Observation,293.65,36.26,7926.1,22.6,31.3,12.1,1985
RES-0063131,MSN-0075309,SAT-0071122,2018-01-25,Italy,Earth Observation,282.54,71.72,3362.9,18.98,175.1,35.4,2018
RES-0063132,MSN-0080718,SAT-0076151,2022-10-17,USA,Military Reconnaissance,436.13,50.88,2441.4,2.0,47.0,21.2,2022
RES-0063133,MSN-0076122,SAT-0071860,2013-08-06,USA,Communications,535.55,65.3,1148.7,2.52,48.9,17.6,2013
RES-0063134,MSN-0013045,SAT-0012452,1993-12-26,China,Earth Observation,360.61,40.56,7424.0,8.86,85.1,12.0,1993
RES-0063135,MSN-0016086,SAT-0015358,2023-03-09,USA,Navigation,266.66,41.75,1220.8,10.99,43.1,27.8,2023
RES-0063136,MSN-0015931,SAT-0015205,1983-10-14,Russia,Earth Observation,101.21,38.3,6727.7,15.82,85.1,46.5,1983
RES-0063137,MSN-0007391,SAT-0006894,2013-12-09,USA,Earth Observation,465.13,37.86,7861.8,47.93,69.5,15.5,2013
RES-0063138,MSN-0058427,SAT-0055266,1979-10-20,Italy,Weather,359.21,37.1,6171.6,22.13,67.8,41.9,1979
RES-0063139,MSN-0004069,SAT-0003831,1980-12-16,Russia,Technology Demonstration,110.16,21.18,2461.3,1.75,18.7,45.4,1980
RES-0063140,MSN-0047644,SAT-VIRT-71212,1980-07-03,Russia,Weather,447.42,66.16,5832.6,15.19,57.0,28.4,1980
RES-0063141,MSN-0048235,SAT-VIRT-19160,2013-02-14,ESA,Supply/Resupply,2167.12,203.17,2022.1,9.98,21.1,8.3,2013
RES-0063142,MSN-0040704,SAT-0038566,1985-01-15,USA,Navigation,382.71,47.22,947.8,2.8,21.4,25.4,1985
RES-0063143,MSN-0059132,SAT-0055920,2016-09-11,USA,Earth Observation,48.94,25.52,3703.1,45.74,135.7,12.7,2016
RES-0063144,MSN-0023375,SAT-0022154,2017-04-26,UAE,Communications,935.56,52.06,1341.2,3.24,63.4,21.7,2017
RES-0063145,MSN-0028321,SAT-0026839,2011-02-23,South Korea,Communications,1622.17,115.9,1309.7,12.72,49.1,36.9,2011
RES-0063146,MSN-0034617,SAT-0032767,2022-04-10,ESA,Communications,733.75,79.1,1862.8,13.93,36.8,36.9,2022
RES-0063147,MSN-0018337,SAT-0017405,2021-01-16,China,Technology Demonstration,134.45,38.32,1633.3,12.17,33.8,9.4,2021
RES-0063148,MSN-0016433,SAT-VIRT-36315,1964-11-24,Japan,Communications,747.66,116.11,802.5,2.87,35.2,25.1,1964
RES-0063149,MSN-0027550,SAT-VIRT-55744,2007-12-15,Russia,Deep Space,539.52,46.33,3485.8,1.77,26.8,46.7,2007
RES-0063150,MSN-0059675,SAT-0056447,2019-12-20,USA,Navigation,545.01,70.79,2818.7,9.76,52.9,25.0,2019
RES-0063151,MSN-0050769,SAT-0048042,2015-03-16,Japan,Earth Observation,338.98,61.94,3395.8,45.87,152.6,36.4,2015
RES-0063152,MSN-0058400,SAT-0055233,2010-01-24,China,Communications,536.87,71.66,1619.8,4.92,13.9,8.7,2010
RES-0063153,MSN-0069083,SAT-0065223,2001-10-13,China,Weather,102.94,37.54,4266.9,15.22,26.5,15.2,2001
RES-0063154,MSN-0098956,SAT-0093178,2021-08-28,India,Communications,335.31,38.02,1501.9,6.49,56.1,22.3,2021
RES-0063155,MSN-0080554,SAT-0075995,2011-06-16,USA,Communications,1009.76,53.55,1622.6,8.57,59.3,19.3,2011
RES-0063156,MSN-0067635,SAT-0063865,1979-02-10,Russia,Military Reconnaissance,528.57,46.24,772.7,5.92,45.2,27.1,1979
RES-0063157,MSN-0003031,SAT-0002821,1980-07-21,China,Weather,138.09,38.03,5296.3,13.85,59.6,36.7,1980
RES-0063158,MSN-0056680,SAT-0053648,1959-07-16,Russia,Science,324.68,81.18,2842.4,27.89,41.2,31.2,1959
RES-0063159,MSN-0004739,SAT-0004461,2018-02-05,Russia,Earth Observation,688.96,82.12,7555.9,22.78,72.3,17.6,2018
RES-0063160,MSN-0091450,SAT-0086213,2008-01-14,Japan,Communications,461.57,56.78,2287.4,10.09,53.1,43.4,2008
RES-0063161,MSN-0036186,SAT-0034289,1995-10-04,Japan,Technology Demonstration,86.95,23.02,563.5,13.95,11.0,36.6,1995
RES-0063162,MSN-0002360,SAT-0002224,2001-05-06,Japan,Earth Observation,230.48,27.74,8236.8,38.33,74.1,46.4,2001
RES-0063163,MSN-0085765,SAT-VIRT-13545,1992-12-23,India,Weather,279.37,65.47,5667.7,15.64,101.4,45.3,1992
RES-0063164,MSN-0090717,SAT-0085515,2001-05-03,USA,Earth Observation,402.82,31.04,2462.5,41.14,73.9,5.9,2001
RES-0063165,MSN-0036965,SAT-VIRT-95636,1976-01-17,China,Communications,219.27,40.77,2242.3,6.26,54.6,36.3,1976
RES-0063166,MSN-0032201,SAT-0030460,2012-02-15,Japan,Science,424.84,64.63,8864.6,40.9,131.2,37.3,2012
RES-0063167,MSN-0002523,SAT-0002370,2020-07-19,France,Science,390.76,57.91,3554.5,51.3,191.0,15.1,2020
RES-0063168,MSN-0081103,SAT-0076517,1982-04-23,China,Technology Demonstration,80.0,28.67,2845.5,7.41,21.2,37.0,1982
RES-0063169,MSN-0056667,SAT-0053630,1965-02-20,Other,Communications,461.67,66.55,2075.7,4.01,34.0,39.7,1965
RES-0063170,MSN-0006092,SAT-0005708,1980-12-06,China,Earth Observation,585.92,67.43,7961.4,22.91,119.6,30.5,1980
